"","caseID","race","enroll","activity","duration"
"157527",20120908120597,4,3,"Other",90
"157528",20120908120597,4,3,"Leisure and Sports",175
"157529",20120908120597,4,3,"Eating and Drinking",20
"157530",20120908120597,4,3,"Leisure and Sports",100
"157531",20120908120597,4,3,"Grooming",30
"157532",20120908120597,4,3,"Sleeping",390
"157628",20120908120618,1,3,"Sleeping",60
"157629",20120908120618,1,3,"Grooming",20
"157630",20120908120618,1,3,"Eating and Drinking",10
"157631",20120908120618,1,3,"Leisure and Sports",30
"157632",20120908120618,1,3,"Traveling",10
"157633",20120908120618,1,3,"Leisure and Sports",5
"157634",20120908120618,1,3,"Traveling",40
"157635",20120908120618,1,3,"Leisure and Sports",35
"157636",20120908120618,1,3,"Leisure and Sports",330
"157637",20120908120618,1,3,"Traveling",20
"157638",20120908120618,1,3,"Eating and Drinking",20
"157639",20120908120618,1,3,"Traveling",40
"157640",20120908120618,1,3,"Leisure and Sports",20
"157641",20120908120618,1,3,"Traveling",5
"157642",20120908120618,1,3,"Leisure and Sports",20
"157643",20120908120618,1,3,"Traveling",15
"157644",20120908120618,1,3,"Leisure and Sports",100
"157645",20120908120618,1,3,"Grooming",60
"157646",20120908120618,1,3,"Traveling",20
"157647",20120908120618,1,3,"Leisure and Sports",280
"157648",20120908120618,1,3,"Traveling",20
"157649",20120908120618,1,3,"Leisure and Sports",160
"157650",20120908120618,1,3,"Sleeping",120
"158485",20120908120752,1,3,"Sleeping",360
"158486",20120908120752,1,3,"Grooming",60
"158487",20120908120752,1,3,"Eating and Drinking",15
"158488",20120908120752,1,3,"Traveling",10
"158489",20120908120752,1,3,"Educational Activities",155
"158490",20120908120752,1,3,"Traveling",15
"158491",20120908120752,1,3,"Traveling",10
"158492",20120908120752,1,3,"Other",20
"158493",20120908120752,1,3,"Educational Activities",60
"158494",20120908120752,1,3,"Leisure and Sports",30
"158495",20120908120752,1,3,"Leisure and Sports",90
"158496",20120908120752,1,3,"Grooming",60
"158497",20120908120752,1,3,"Educational Activities",15
"158498",20120908120752,1,3,"Other",15
"158499",20120908120752,1,3,"Other",5
"158500",20120908120752,1,3,"Other",5
"158501",20120908120752,1,3,"Other",3
"158502",20120908120752,1,3,"Educational Activities",5
"158503",20120908120752,1,3,"Eating and Drinking",45
"158504",20120908120752,1,3,"Educational Activities",30
"158505",20120908120752,1,3,"Other",2
"158506",20120908120752,1,3,"Sleeping",430
"158662",20120908120801,1,5,"Sleeping",240
"158663",20120908120801,1,5,"Grooming",60
"158664",20120908120801,1,5,"Eating and Drinking",20
"158665",20120908120801,1,5,"Traveling",10
"158666",20120908120801,1,5,"Educational Activities",30
"158667",20120908120801,1,5,"Educational Activities",300
"158668",20120908120801,1,5,"Traveling",10
"158669",20120908120801,1,5,"Eating and Drinking",30
"158670",20120908120801,1,5,"Sleeping",65
"158671",20120908120801,1,5,"Traveling",10
"158672",20120908120801,1,5,"Educational Activities",105
"158673",20120908120801,1,5,"Traveling",10
"158674",20120908120801,1,5,"Leisure and Sports",100
"158675",20120908120801,1,5,"Eating and Drinking",30
"158676",20120908120801,1,5,"Leisure and Sports",180
"158677",20120908120801,1,5,"Sleeping",240
"159021",20120908120868,1,3,"Sleeping",270
"159022",20120908120868,1,3,"Eating and Drinking",10
"159023",20120908120868,1,3,"Traveling",20
"159024",20120908120868,1,3,"Other",180
"159025",20120908120868,1,3,"Traveling",20
"159026",20120908120868,1,3,"Eating and Drinking",20
"159027",20120908120868,1,3,"Leisure and Sports",230
"159028",20120908120868,1,3,"Leisure and Sports",60
"159029",20120908120868,1,3,"Leisure and Sports",30
"159030",20120908120868,1,3,"Eating and Drinking",20
"159031",20120908120868,1,3,"Leisure and Sports",30
"159032",20120908120868,1,3,"Leisure and Sports",30
"159033",20120908120868,1,3,"Leisure and Sports",30
"159034",20120908120868,1,3,"Leisure and Sports",20
"159035",20120908120868,1,3,"Leisure and Sports",30
"159036",20120908120868,1,3,"Eating and Drinking",10
"159037",20120908120868,1,3,"Leisure and Sports",30
"159038",20120908120868,1,3,"Leisure and Sports",5
"159039",20120908120868,1,3,"Grooming",10
"159040",20120908120868,1,3,"Sleeping",385
"159041",20120908120872,1,3,"Sleeping",300
"159042",20120908120872,1,3,"Eating and Drinking",20
"159043",20120908120872,1,3,"Grooming",90
"159044",20120908120872,1,3,"Traveling",20
"159045",20120908120872,1,3,"Other",120
"159046",20120908120872,1,3,"Traveling",7
"159047",20120908120872,1,3,"Other",60
"159048",20120908120872,1,3,"Traveling",5
"159049",20120908120872,1,3,"Other",3
"159050",20120908120872,1,3,"Traveling",20
"159051",20120908120872,1,3,"Sleeping",735
"159052",20120908120872,1,3,"Leisure and Sports",60
"159145",20120908120886,1,5,"Working and related activities",60
"159146",20120908120886,1,5,"Sleeping",600
"159147",20120908120886,1,5,"Grooming",55
"159148",20120908120886,1,5,"Other",5
"159149",20120908120886,1,5,"Working and related activities",180
"159150",20120908120886,1,5,"Traveling",2
"159151",20120908120886,1,5,"Leisure and Sports",15
"159152",20120908120886,1,5,"Traveling",10
"159153",20120908120886,1,5,"Other",120
"159154",20120908120886,1,5,"Leisure and Sports",183
"159155",20120908120886,1,5,"Sleeping",210
"159259",20120908120905,1,5,"Sleeping",300
"159260",20120908120905,1,5,"Other",60
"159261",20120908120905,1,5,"Educational Activities",60
"159262",20120908120905,1,5,"Leisure and Sports",60
"159263",20120908120905,1,5,"Grooming",60
"159264",20120908120905,1,5,"Traveling",3
"159265",20120908120905,1,5,"Other",60
"159266",20120908120905,1,5,"Traveling",3
"159267",20120908120905,1,5,"Other",10
"159268",20120908120905,1,5,"Other",45
"159269",20120908120905,1,5,"Other",15
"159270",20120908120905,1,5,"Other",30
"159271",20120908120905,1,5,"Other",60
"159272",20120908120905,1,5,"Eating and Drinking",15
"159273",20120908120905,1,5,"Educational Activities",119
"159274",20120908120905,1,5,"Other",30
"159275",20120908120905,1,5,"Other",60
"159276",20120908120905,1,5,"Leisure and Sports",180
"159277",20120908120905,1,5,"Sleeping",60
"159278",20120908120905,1,5,"Sleeping",210
"160018",20120908121059,1,5,"Sleeping",210
"160019",20120908121059,1,5,"Grooming",15
"160020",20120908121059,1,5,"Educational Activities",135
"160021",20120908121059,1,5,"Sleeping",60
"160022",20120908121059,1,5,"Eating and Drinking",30
"160023",20120908121059,1,5,"Other",10
"160024",20120908121059,1,5,"Educational Activities",200
"160025",20120908121059,1,5,"Sleeping",60
"160026",20120908121059,1,5,"Educational Activities",30
"160027",20120908121059,1,5,"Leisure and Sports",210
"160028",20120908121059,1,5,"Eating and Drinking",40
"160029",20120908121059,1,5,"Leisure and Sports",200
"160030",20120908121059,1,5,"Leisure and Sports",90
"160031",20120908121059,1,5,"Sleeping",150
"160425",20120908121122,1,3,"Sleeping",450
"160426",20120908121122,1,3,"Eating and Drinking",30
"160427",20120908121122,1,3,"Other",120
"160428",20120908121122,1,3,"Leisure and Sports",60
"160429",20120908121122,1,3,"Leisure and Sports",60
"160430",20120908121122,1,3,"Leisure and Sports",60
"160431",20120908121122,1,3,"Other",90
"160432",20120908121122,1,3,"Eating and Drinking",30
"160433",20120908121122,1,3,"Leisure and Sports",120
"160434",20120908121122,1,3,"Leisure and Sports",60
"160435",20120908121122,1,3,"Grooming",60
"160436",20120908121122,1,3,"Sleeping",300
"160598",20120908121153,1,5,"Sleeping",195
"160599",20120908121153,1,5,"Other",20
"160600",20120908121153,1,5,"Traveling",10
"160601",20120908121153,1,5,"Other",20
"160602",20120908121153,1,5,"Traveling",10
"160603",20120908121153,1,5,"Eating and Drinking",30
"160604",20120908121153,1,5,"Leisure and Sports",90
"160605",20120908121153,1,5,"Traveling",20
"160606",20120908121153,1,5,"Other",120
"160607",20120908121153,1,5,"Traveling",10
"160608",20120908121153,1,5,"Other",45
"160609",20120908121153,1,5,"Traveling",15
"160610",20120908121153,1,5,"Other",60
"160611",20120908121153,1,5,"Traveling",20
"160612",20120908121153,1,5,"Other",5
"160613",20120908121153,1,5,"Traveling",5
"160614",20120908121153,1,5,"Other",2
"160615",20120908121153,1,5,"Traveling",5
"160616",20120908121153,1,5,"Other",10
"160617",20120908121153,1,5,"Traveling",10
"160618",20120908121153,1,5,"Other",5
"160619",20120908121153,1,5,"Traveling",5
"160620",20120908121153,1,5,"Other",60
"160621",20120908121153,1,5,"Other",75
"160622",20120908121153,1,5,"Eating and Drinking",45
"160623",20120908121153,1,5,"Traveling",10
"160624",20120908121153,1,5,"Other",2
"160625",20120908121153,1,5,"Traveling",10
"160626",20120908121153,1,5,"Other",45
"160627",20120908121153,1,5,"Traveling",10
"160628",20120908121153,1,5,"Other",5
"160629",20120908121153,1,5,"Traveling",10
"160630",20120908121153,1,5,"Other",60
"160631",20120908121153,1,5,"Grooming",30
"160632",20120908121153,1,5,"Other",15
"160633",20120908121153,1,5,"Leisure and Sports",51
"160634",20120908121153,1,5,"Sleeping",300
"160894",20120908121195,1,3,"Sleeping",240
"160895",20120908121195,1,3,"Eating and Drinking",20
"160896",20120908121195,1,3,"Leisure and Sports",45
"160897",20120908121195,1,3,"Educational Activities",240
"160898",20120908121195,1,3,"Traveling",15
"160899",20120908121195,1,3,"Other",40
"160900",20120908121195,1,3,"Traveling",15
"160901",20120908121195,1,3,"Educational Activities",60
"160902",20120908121195,1,3,"Leisure and Sports",225
"160903",20120908121195,1,3,"Eating and Drinking",20
"160904",20120908121195,1,3,"Leisure and Sports",160
"160905",20120908121195,1,3,"Grooming",60
"160906",20120908121195,1,3,"Sleeping",300
"160946",20120908121199,1,5,"Sleeping",105
"160947",20120908121199,1,5,"Grooming",30
"160948",20120908121199,1,5,"Traveling",20
"160949",20120908121199,1,5,"Educational Activities",60
"160950",20120908121199,1,5,"Educational Activities",150
"160951",20120908121199,1,5,"Educational Activities",60
"160952",20120908121199,1,5,"Eating and Drinking",10
"160953",20120908121199,1,5,"Educational Activities",495
"160954",20120908121199,1,5,"Traveling",30
"160955",20120908121199,1,5,"Eating and Drinking",15
"160956",20120908121199,1,5,"Traveling",7
"160957",20120908121199,1,5,"Leisure and Sports",60
"160958",20120908121199,1,5,"Traveling",7
"160959",20120908121199,1,5,"Grooming",30
"160960",20120908121199,1,5,"Leisure and Sports",15
"160961",20120908121199,1,5,"Educational Activities",60
"160962",20120908121199,1,5,"Sleeping",286
"161139",20120908121218,1,3,"Sleeping",120
"161140",20120908121218,1,3,"Grooming",30
"161141",20120908121218,1,3,"Traveling",15
"161142",20120908121218,1,3,"Educational Activities",315
"161143",20120908121218,1,3,"Eating and Drinking",30
"161144",20120908121218,1,3,"Educational Activities",150
"161145",20120908121218,1,3,"Traveling",25
"161146",20120908121218,1,3,"Educational Activities",120
"161147",20120908121218,1,3,"Eating and Drinking",30
"161148",20120908121218,1,3,"Leisure and Sports",45
"161149",20120908121218,1,3,"Sleeping",170
"161150",20120908121218,1,3,"Sleeping",390
"161543",20120908121280,1,5,"Sleeping",240
"161544",20120908121280,1,5,"Grooming",45
"161545",20120908121280,1,5,"Eating and Drinking",10
"161546",20120908121280,1,5,"Traveling",10
"161547",20120908121280,1,5,"Other",190
"161548",20120908121280,1,5,"Traveling",10
"161549",20120908121280,1,5,"Other",45
"161550",20120908121280,1,5,"Eating and Drinking",60
"161551",20120908121280,1,5,"Other",30
"161552",20120908121280,1,5,"Sleeping",120
"161553",20120908121280,1,5,"Leisure and Sports",200
"161554",20120908121280,1,5,"Educational Activities",90
"161555",20120908121280,1,5,"Sleeping",390
"161556",20120908121285,1,3,"Sleeping",390
"161557",20120908121285,1,3,"Other",5
"161558",20120908121285,1,3,"Other",5
"161559",20120908121285,1,3,"Leisure and Sports",240
"161560",20120908121285,1,3,"Traveling",20
"161561",20120908121285,1,3,"Leisure and Sports",300
"161562",20120908121285,1,3,"Traveling",20
"161563",20120908121285,1,3,"Leisure and Sports",60
"161564",20120908121285,1,3,"Leisure and Sports",5
"161565",20120908121285,1,3,"Sleeping",395
"161668",20120908121304,2,5,"Sleeping",240
"161669",20120908121304,2,5,"Eating and Drinking",60
"161670",20120908121304,2,5,"Other",60
"161671",20120908121304,2,5,"Other",60
"161672",20120908121304,2,5,"Other",120
"161673",20120908121304,2,5,"Leisure and Sports",210
"161674",20120908121304,2,5,"Leisure and Sports",60
"161675",20120908121304,2,5,"Leisure and Sports",150
"161676",20120908121304,2,5,"Other",30
"161677",20120908121304,2,5,"Other",30
"161678",20120908121304,2,5,"Leisure and Sports",60
"161679",20120908121304,2,5,"Sleeping",360
"161768",20120908121325,1,5,"Sleeping",135
"161769",20120908121325,1,5,"Grooming",30
"161770",20120908121325,1,5,"Other",30
"161771",20120908121325,1,5,"Other",5
"161772",20120908121325,1,5,"Other",20
"161773",20120908121325,1,5,"Grooming",20
"161774",20120908121325,1,5,"Traveling",2
"161775",20120908121325,1,5,"Other",10
"161776",20120908121325,1,5,"Traveling",8
"161777",20120908121325,1,5,"Other",2
"161778",20120908121325,1,5,"Traveling",38
"161779",20120908121325,1,5,"Working and related activities",120
"161780",20120908121325,1,5,"Leisure and Sports",15
"161781",20120908121325,1,5,"Working and related activities",105
"161782",20120908121325,1,5,"Traveling",10
"161783",20120908121325,1,5,"Other",10
"161784",20120908121325,1,5,"Traveling",10
"161785",20120908121325,1,5,"Working and related activities",90
"161786",20120908121325,1,5,"Leisure and Sports",15
"161787",20120908121325,1,5,"Working and related activities",135
"161788",20120908121325,1,5,"Traveling",50
"161789",20120908121325,1,5,"Grooming",10
"161790",20120908121325,1,5,"Other",30
"161791",20120908121325,1,5,"Eating and Drinking",30
"161792",20120908121325,1,5,"Other",10
"161793",20120908121325,1,5,"Other",10
"161794",20120908121325,1,5,"Other",15
"161795",20120908121325,1,5,"Grooming",20
"161796",20120908121325,1,5,"Educational Activities",140
"161797",20120908121325,1,5,"Leisure and Sports",20
"161798",20120908121325,1,5,"Sleeping",295
"161899",20120908121338,1,5,"Sleeping",135
"161900",20120908121338,1,5,"Grooming",20
"161901",20120908121338,1,5,"Eating and Drinking",15
"161902",20120908121338,1,5,"Traveling",5
"161903",20120908121338,1,5,"Other",2
"161904",20120908121338,1,5,"Traveling",28
"161905",20120908121338,1,5,"Working and related activities",275
"161906",20120908121338,1,5,"Eating and Drinking",25
"161907",20120908121338,1,5,"Leisure and Sports",35
"161908",20120908121338,1,5,"Working and related activities",225
"161909",20120908121338,1,5,"Traveling",30
"161910",20120908121338,1,5,"Other",75
"161911",20120908121338,1,5,"Traveling",15
"161912",20120908121338,1,5,"Eating and Drinking",20
"161913",20120908121338,1,5,"Leisure and Sports",115
"161914",20120908121338,1,5,"Educational Activities",90
"161915",20120908121338,1,5,"Grooming",15
"161916",20120908121338,1,5,"Sleeping",315
"161978",20120908121345,1,3,"Sleeping",300
"161979",20120908121345,1,3,"Grooming",20
"161980",20120908121345,1,3,"Eating and Drinking",20
"161981",20120908121345,1,3,"Traveling",15
"161982",20120908121345,1,3,"Other",95
"161983",20120908121345,1,3,"Traveling",10
"161984",20120908121345,1,3,"Eating and Drinking",15
"161985",20120908121345,1,3,"Traveling",15
"161986",20120908121345,1,3,"Other",60
"161987",20120908121345,1,3,"Traveling",20
"161988",20120908121345,1,3,"Leisure and Sports",90
"161989",20120908121345,1,3,"Other",10
"161990",20120908121345,1,3,"Other",25
"161991",20120908121345,1,3,"Leisure and Sports",205
"161992",20120908121345,1,3,"Traveling",10
"161993",20120908121345,1,3,"Educational Activities",60
"161994",20120908121345,1,3,"Grooming",30
"161995",20120908121345,1,3,"Leisure and Sports",90
"161996",20120908121345,1,3,"Eating and Drinking",20
"161997",20120908121345,1,3,"Leisure and Sports",60
"161998",20120908121345,1,3,"Sleeping",270
"162094",20120908121357,1,3,"Sleeping",60
"162095",20120908121357,1,3,"Grooming",15
"162096",20120908121357,1,3,"Leisure and Sports",30
"162097",20120908121357,1,3,"Traveling",15
"162098",20120908121357,1,3,"Educational Activities",60
"162099",20120908121357,1,3,"Traveling",5
"162100",20120908121357,1,3,"Leisure and Sports",40
"162101",20120908121357,1,3,"Educational Activities",255
"162102",20120908121357,1,3,"Eating and Drinking",30
"162103",20120908121357,1,3,"Educational Activities",135
"162104",20120908121357,1,3,"Traveling",15
"162105",20120908121357,1,3,"Educational Activities",60
"162106",20120908121357,1,3,"Traveling",5
"162107",20120908121357,1,3,"Working and related activities",145
"162108",20120908121357,1,3,"Traveling",5
"162109",20120908121357,1,3,"Educational Activities",85
"162110",20120908121357,1,3,"Eating and Drinking",30
"162111",20120908121357,1,3,"Leisure and Sports",30
"162112",20120908121357,1,3,"Sleeping",420
"162326",20120908121389,1,5,"Sleeping",300
"162327",20120908121389,1,5,"Other",30
"162328",20120908121389,1,5,"Eating and Drinking",45
"162329",20120908121389,1,5,"Other",165
"162330",20120908121389,1,5,"Grooming",60
"162331",20120908121389,1,5,"Other",70
"162332",20120908121389,1,5,"Traveling",50
"162333",20120908121389,1,5,"Working and related activities",450
"162334",20120908121389,1,5,"Traveling",30
"162335",20120908121389,1,5,"Eating and Drinking",63
"162336",20120908121389,1,5,"Sleeping",177
"162337",20120908121392,1,5,"Sleeping",165
"162338",20120908121392,1,5,"Grooming",60
"162339",20120908121392,1,5,"Traveling",8
"162340",20120908121392,1,5,"Traveling",12
"162341",20120908121392,1,5,"Working and related activities",265
"162342",20120908121392,1,5,"Eating and Drinking",15
"162343",20120908121392,1,5,"Leisure and Sports",30
"162344",20120908121392,1,5,"Other",10
"162345",20120908121392,1,5,"Working and related activities",170
"162346",20120908121392,1,5,"Traveling",5
"162347",20120908121392,1,5,"Leisure and Sports",40
"162348",20120908121392,1,5,"Traveling",10
"162349",20120908121392,1,5,"Other",5
"162350",20120908121392,1,5,"Traveling",1
"162351",20120908121392,1,5,"Eating and Drinking",10
"162352",20120908121392,1,5,"Other",75
"162353",20120908121392,1,5,"Traveling",5
"162354",20120908121392,1,5,"Other",104
"162355",20120908121392,1,5,"Traveling",5
"162356",20120908121392,1,5,"Traveling",15
"162357",20120908121392,1,5,"Grooming",45
"162358",20120908121392,1,5,"Other",70
"162359",20120908121392,1,5,"Leisure and Sports",60
"162360",20120908121392,1,5,"Grooming",5
"162361",20120908121392,1,5,"Leisure and Sports",30
"162362",20120908121392,1,5,"Sleeping",220
"163011",20120908121487,2,3,"Sleeping",480
"163012",20120908121487,2,3,"Eating and Drinking",30
"163013",20120908121487,2,3,"Leisure and Sports",150
"163014",20120908121487,2,3,"Educational Activities",180
"163015",20120908121487,2,3,"Leisure and Sports",60
"163016",20120908121487,2,3,"Eating and Drinking",60
"163017",20120908121487,2,3,"Leisure and Sports",240
"163018",20120908121487,2,3,"Sleeping",240
"163035",20120908121492,1,5,"Sleeping",240
"163036",20120908121492,1,5,"Traveling",10
"163037",20120908121492,1,5,"Other",230
"163038",20120908121492,1,5,"Traveling",10
"163039",20120908121492,1,5,"Eating and Drinking",60
"163040",20120908121492,1,5,"Educational Activities",320
"163041",20120908121492,1,5,"Eating and Drinking",30
"163042",20120908121492,1,5,"Educational Activities",180
"163043",20120908121492,1,5,"Sleeping",360
"163259",20120908121537,2,5,"Sleeping",120
"163260",20120908121537,2,5,"Eating and Drinking",30
"163261",20120908121537,2,5,"Grooming",60
"163262",20120908121537,2,5,"Traveling",20
"163263",20120908121537,2,5,"Other",310
"163264",20120908121537,2,5,"Traveling",30
"163265",20120908121537,2,5,"Leisure and Sports",120
"163266",20120908121537,2,5,"Traveling",10
"163267",20120908121537,2,5,"Other",180
"163268",20120908121537,2,5,"Traveling",10
"163269",20120908121537,2,5,"Grooming",30
"163270",20120908121537,2,5,"Other",60
"163271",20120908121537,2,5,"Other",20
"163272",20120908121537,2,5,"Leisure and Sports",20
"163273",20120908121537,2,5,"Educational Activities",60
"163274",20120908121537,2,5,"Sleeping",360
"163360",20120908121543,1,3,"Sleeping",270
"163361",20120908121543,1,3,"Grooming",60
"163362",20120908121543,1,3,"Traveling",10
"163363",20120908121543,1,3,"Working and related activities",230
"163364",20120908121543,1,3,"Other",20
"163365",20120908121543,1,3,"Working and related activities",190
"163366",20120908121543,1,3,"Traveling",10
"163367",20120908121543,1,3,"Grooming",10
"163368",20120908121543,1,3,"Eating and Drinking",15
"163369",20120908121543,1,3,"Educational Activities",25
"163370",20120908121543,1,3,"Traveling",20
"163371",20120908121543,1,3,"Eating and Drinking",20
"163372",20120908121543,1,3,"Leisure and Sports",10
"163373",20120908121543,1,3,"Traveling",20
"163374",20120908121543,1,3,"Educational Activities",60
"163375",20120908121543,1,3,"Leisure and Sports",60
"163376",20120908121543,1,3,"Leisure and Sports",120
"163377",20120908121543,1,3,"Sleeping",290
"163617",20120908121581,1,3,"Sleeping",100
"163618",20120908121581,1,3,"Grooming",60
"163619",20120908121581,1,3,"Traveling",5
"163620",20120908121581,1,3,"Other",2
"163621",20120908121581,1,3,"Traveling",10
"163622",20120908121581,1,3,"Educational Activities",48
"163623",20120908121581,1,3,"Educational Activities",250
"163624",20120908121581,1,3,"Eating and Drinking",30
"163625",20120908121581,1,3,"Educational Activities",130
"163626",20120908121581,1,3,"Traveling",10
"163627",20120908121581,1,3,"Other",2
"163628",20120908121581,1,3,"Traveling",5
"163629",20120908121581,1,3,"Other",10
"163630",20120908121581,1,3,"Traveling",10
"163631",20120908121581,1,3,"Other",15
"163632",20120908121581,1,3,"Traveling",10
"163633",20120908121581,1,3,"Leisure and Sports",180
"163634",20120908121581,1,3,"Leisure and Sports",30
"163635",20120908121581,1,3,"Traveling",5
"163636",20120908121581,1,3,"Other",3
"163637",20120908121581,1,3,"Traveling",10
"163638",20120908121581,1,3,"Other",2
"163639",20120908121581,1,3,"Traveling",13
"163640",20120908121581,1,3,"Leisure and Sports",155
"163641",20120908121581,1,3,"Traveling",10
"163642",20120908121581,1,3,"Other",15
"163643",20120908121581,1,3,"Traveling",10
"163644",20120908121581,1,3,"Leisure and Sports",100
"163645",20120908121581,1,3,"Sleeping",210
"164340",20120908121692,1,3,"Sleeping",600
"164341",20120908121692,1,3,"Traveling",10
"164342",20120908121692,1,3,"Other",10
"164343",20120908121692,1,3,"Traveling",5
"164344",20120908121692,1,3,"Other",10
"164345",20120908121692,1,3,"Traveling",5
"164346",20120908121692,1,3,"Leisure and Sports",20
"164347",20120908121692,1,3,"Traveling",20
"164348",20120908121692,1,3,"Eating and Drinking",120
"164349",20120908121692,1,3,"Traveling",10
"164350",20120908121692,1,3,"Grooming",120
"164351",20120908121692,1,3,"Traveling",20
"164352",20120908121692,1,3,"Eating and Drinking",70
"164353",20120908121692,1,3,"Traveling",10
"164354",20120908121692,1,3,"Leisure and Sports",410
"164433",20120908121706,1,3,"Sleeping",300
"164434",20120908121706,1,3,"Grooming",40
"164435",20120908121706,1,3,"Eating and Drinking",15
"164436",20120908121706,1,3,"Leisure and Sports",305
"164437",20120908121706,1,3,"Other",60
"164438",20120908121706,1,3,"Educational Activities",180
"164439",20120908121706,1,3,"Leisure and Sports",180
"164440",20120908121706,1,3,"Leisure and Sports",60
"164441",20120908121706,1,3,"Sleeping",300
"164644",20120908121721,1,3,"Sleeping",360
"164645",20120908121721,1,3,"Eating and Drinking",30
"164646",20120908121721,1,3,"Leisure and Sports",60
"164647",20120908121721,1,3,"Grooming",30
"164648",20120908121721,1,3,"Leisure and Sports",30
"164649",20120908121721,1,3,"Traveling",30
"164650",20120908121721,1,3,"Working and related activities",120
"164651",20120908121721,1,3,"Leisure and Sports",15
"164652",20120908121721,1,3,"Working and related activities",105
"164653",20120908121721,1,3,"Traveling",10
"164654",20120908121721,1,3,"Traveling",10
"164655",20120908121721,1,3,"Grooming",60
"164656",20120908121721,1,3,"Leisure and Sports",30
"164657",20120908121721,1,3,"Traveling",10
"164658",20120908121721,1,3,"Leisure and Sports",330
"164659",20120908121721,1,3,"Traveling",20
"164660",20120908121721,1,3,"Eating and Drinking",15
"164661",20120908121721,1,3,"Sleeping",175
"165315",20120908121828,4,3,"Sleeping",120
"165316",20120908121828,4,3,"Grooming",60
"165317",20120908121828,4,3,"Traveling",15
"165318",20120908121828,4,3,"Eating and Drinking",15
"165319",20120908121828,4,3,"Leisure and Sports",20
"165320",20120908121828,4,3,"Educational Activities",255
"165321",20120908121828,4,3,"Eating and Drinking",37
"165322",20120908121828,4,3,"Educational Activities",63
"165323",20120908121828,4,3,"Leisure and Sports",120
"165324",20120908121828,4,3,"Other",20
"165325",20120908121828,4,3,"Leisure and Sports",115
"165326",20120908121828,4,3,"Traveling",15
"165327",20120908121828,4,3,"Grooming",15
"165328",20120908121828,4,3,"Educational Activities",150
"165329",20120908121828,4,3,"Leisure and Sports",30
"165330",20120908121828,4,3,"Sleeping",390
"165355",20120908121833,1,5,"Sleeping",420
"165356",20120908121833,1,5,"Grooming",45
"165357",20120908121833,1,5,"Traveling",30
"165358",20120908121833,1,5,"Other",165
"165359",20120908121833,1,5,"Traveling",30
"165360",20120908121833,1,5,"Traveling",1
"165361",20120908121833,1,5,"Traveling",2
"165362",20120908121833,1,5,"Other",1
"165363",20120908121833,1,5,"Eating and Drinking",10
"165364",20120908121833,1,5,"Traveling",5
"165365",20120908121833,1,5,"Traveling",26
"165366",20120908121833,1,5,"Traveling",45
"165367",20120908121833,1,5,"Leisure and Sports",30
"165368",20120908121833,1,5,"Traveling",3
"165369",20120908121833,1,5,"Traveling",20
"165370",20120908121833,1,5,"Leisure and Sports",337
"165371",20120908121833,1,5,"Traveling",5
"165372",20120908121833,1,5,"Traveling",40
"165373",20120908121833,1,5,"Other",1
"165374",20120908121833,1,5,"Traveling",3
"165375",20120908121833,1,5,"Leisure and Sports",101
"165376",20120908121833,1,5,"Sleeping",120
"165931",20120908121929,1,5,"Working and related activities",240
"165932",20120908121929,1,5,"Leisure and Sports",30
"165933",20120908121929,1,5,"Working and related activities",210
"165934",20120908121929,1,5,"Traveling",20
"165935",20120908121929,1,5,"Grooming",30
"165936",20120908121929,1,5,"Other",20
"165937",20120908121929,1,5,"Other",120
"165938",20120908121929,1,5,"Other",120
"165939",20120908121929,1,5,"Other",45
"165940",20120908121929,1,5,"Traveling",15
"165941",20120908121929,1,5,"Other",1
"165942",20120908121929,1,5,"Traveling",10
"165943",20120908121929,1,5,"Leisure and Sports",69
"165944",20120908121929,1,5,"Traveling",10
"165945",20120908121929,1,5,"Other",1
"165946",20120908121929,1,5,"Traveling",10
"165947",20120908121929,1,5,"Grooming",15
"165948",20120908121929,1,5,"Leisure and Sports",30
"165949",20120908121929,1,5,"Sleeping",384
"165950",20120908121929,1,5,"Leisure and Sports",10
"165951",20120908121929,1,5,"Grooming",30
"165952",20120908121929,1,5,"Eating and Drinking",10
"165953",20120908121929,1,5,"Grooming",5
"165954",20120908121929,1,5,"Other",5
"165965",20120908121936,1,5,"Sleeping",180
"165966",20120908121936,1,5,"Leisure and Sports",90
"165967",20120908121936,1,5,"Grooming",60
"165968",20120908121936,1,5,"Educational Activities",180
"165969",20120908121936,1,5,"Eating and Drinking",45
"165970",20120908121936,1,5,"Educational Activities",195
"165971",20120908121936,1,5,"Grooming",30
"165972",20120908121936,1,5,"Traveling",5
"165973",20120908121936,1,5,"Other",60
"165974",20120908121936,1,5,"Traveling",5
"165975",20120908121936,1,5,"Eating and Drinking",60
"165976",20120908121936,1,5,"Leisure and Sports",60
"165977",20120908121936,1,5,"Leisure and Sports",120
"165978",20120908121936,1,5,"Sleeping",350
"166455",20120908121999,1,3,"Sleeping",225
"166456",20120908121999,1,3,"Grooming",20
"166457",20120908121999,1,3,"Traveling",3
"166458",20120908121999,1,3,"Traveling",10
"166459",20120908121999,1,3,"Traveling",51
"166460",20120908121999,1,3,"Eating and Drinking",5
"166461",20120908121999,1,3,"Educational Activities",180
"166462",20120908121999,1,3,"Eating and Drinking",60
"166463",20120908121999,1,3,"Educational Activities",136
"166464",20120908121999,1,3,"Traveling",40
