"","caseID","race","enroll","activity","duration"
"37",20120101120032,2,5,"Other",15
"38",20120101120032,2,5,"Sleeping",75
"39",20120101120032,2,5,"Grooming",20
"40",20120101120032,2,5,"Traveling",2
"41",20120101120032,2,5,"Working and related activities",203
"42",20120101120032,2,5,"Eating and Drinking",15
"43",20120101120032,2,5,"Working and related activities",240
"44",20120101120032,2,5,"Eating and Drinking",30
"45",20120101120032,2,5,"Working and related activities",75
"46",20120101120032,2,5,"Traveling",2
"47",20120101120032,2,5,"Grooming",45
"48",20120101120032,2,5,"Leisure and Sports",13
"49",20120101120032,2,5,"Other",285
"50",20120101120032,2,5,"Eating and Drinking",10
"51",20120101120032,2,5,"Other",140
"52",20120101120032,2,5,"Other",15
"53",20120101120032,2,5,"Sleeping",30
"54",20120101120032,2,5,"Sleeping",225
"468",20120101120589,2,5,"Sleeping",300
"469",20120101120589,2,5,"Grooming",30
"470",20120101120589,2,5,"Leisure and Sports",60
"471",20120101120589,2,5,"Traveling",15
"472",20120101120589,2,5,"Other",120
"473",20120101120589,2,5,"Traveling",15
"474",20120101120589,2,5,"Eating and Drinking",10
"475",20120101120589,2,5,"Leisure and Sports",410
"476",20120101120589,2,5,"Educational Activities",30
"477",20120101120589,2,5,"Leisure and Sports",120
"478",20120101120589,2,5,"Sleeping",330
"661",20120101120699,1,5,"Sleeping",270
"662",20120101120699,1,5,"Eating and Drinking",30
"663",20120101120699,1,5,"Leisure and Sports",120
"664",20120101120699,1,5,"Leisure and Sports",90
"665",20120101120699,1,5,"Eating and Drinking",60
"666",20120101120699,1,5,"Leisure and Sports",120
"667",20120101120699,1,5,"Sleeping",120
"668",20120101120699,1,5,"Leisure and Sports",90
"669",20120101120699,1,5,"Eating and Drinking",60
"670",20120101120699,1,5,"Leisure and Sports",120
"671",20120101120699,1,5,"Sleeping",360
"942",20120101120836,2,5,"Sleeping",300
"943",20120101120836,2,5,"Eating and Drinking",30
"944",20120101120836,2,5,"Leisure and Sports",60
"945",20120101120836,2,5,"Educational Activities",180
"946",20120101120836,2,5,"Traveling",15
"947",20120101120836,2,5,"Other",10
"948",20120101120836,2,5,"Traveling",15
"949",20120101120836,2,5,"Leisure and Sports",230
"950",20120101120836,2,5,"Educational Activities",120
"951",20120101120836,2,5,"Grooming",45
"952",20120101120836,2,5,"Sleeping",435
"1669",20120101121081,1,3,"Other",5
"1670",20120101121081,1,3,"Other",10
"1671",20120101121081,1,3,"Traveling",20
"1672",20120101121081,1,3,"Working and related activities",30
"1673",20120101121081,1,3,"Working and related activities",115
"1674",20120101121081,1,3,"Eating and Drinking",20
"1675",20120101121081,1,3,"Working and related activities",160
"1676",20120101121081,1,3,"Eating and Drinking",30
"1677",20120101121081,1,3,"Working and related activities",150
"1678",20120101121081,1,3,"Eating and Drinking",15
"1679",20120101121081,1,3,"Working and related activities",165
"1680",20120101121081,1,3,"Traveling",30
"1681",20120101121081,1,3,"Traveling",10
"1682",20120101121081,1,3,"Leisure and Sports",1
"1683",20120101121081,1,3,"Grooming",1
"1684",20120101121081,1,3,"Other",15
"1685",20120101121081,1,3,"Other",10
"1686",20120101121081,1,3,"Eating and Drinking",30
"1687",20120101121081,1,3,"Traveling",7
"1688",20120101121081,1,3,"Other",120
"1689",20120101121081,1,3,"Traveling",7
"1690",20120101121081,1,3,"Other",5
"1691",20120101121081,1,3,"Eating and Drinking",15
"1692",20120101121081,1,3,"Grooming",20
"1693",20120101121081,1,3,"Other",45
"1694",20120101121081,1,3,"Leisure and Sports",20
"1695",20120101121081,1,3,"Leisure and Sports",60
"1696",20120101121081,1,3,"Grooming",10
"1697",20120101121081,1,3,"Sleeping",314
"1698",20120101121085,1,5,"Sleeping",300
"1699",20120101121085,1,5,"Other",30
"1700",20120101121085,1,5,"Leisure and Sports",60
"1701",20120101121085,1,5,"Other",300
"1702",20120101121085,1,5,"Traveling",45
"1703",20120101121085,1,5,"Other",20
"1704",20120101121085,1,5,"Traveling",5
"1705",20120101121085,1,5,"Other",45
"1706",20120101121085,1,5,"Traveling",5
"1707",20120101121085,1,5,"Other",10
"1708",20120101121085,1,5,"Traveling",5
"1709",20120101121085,1,5,"Other",5
"1710",20120101121085,1,5,"Traveling",15
"1711",20120101121085,1,5,"Other",5
"1712",20120101121085,1,5,"Traveling",45
"1713",20120101121085,1,5,"Other",45
"1714",20120101121085,1,5,"Eating and Drinking",15
"1715",20120101121085,1,5,"Other",35
"1716",20120101121085,1,5,"Other",10
"1717",20120101121085,1,5,"Grooming",30
"1718",20120101121085,1,5,"Sleeping",410
"2048",20120101121230,2,5,"Sleeping",420
"2049",20120101121230,2,5,"Grooming",10
"2050",20120101121230,2,5,"Traveling",1
"2051",20120101121230,2,5,"Eating and Drinking",60
"2052",20120101121230,2,5,"Other",5
"2053",20120101121230,2,5,"Traveling",1
"2054",20120101121230,2,5,"Other",1
"2055",20120101121230,2,5,"Educational Activities",312
"2056",20120101121230,2,5,"Other",1
"2057",20120101121230,2,5,"Eating and Drinking",59
"2058",20120101121230,2,5,"Other",1
"2059",20120101121230,2,5,"Educational Activities",149
"2060",20120101121230,2,5,"Leisure and Sports",120
"2061",20120101121230,2,5,"Leisure and Sports",30
"2062",20120101121230,2,5,"Sleeping",270
"2516",20120101121441,1,3,"Sleeping",150
"2517",20120101121441,1,3,"Grooming",20
"2518",20120101121441,1,3,"Traveling",1
"2519",20120101121441,1,3,"Leisure and Sports",30
"2520",20120101121441,1,3,"Educational Activities",189
"2521",20120101121441,1,3,"Traveling",5
"2522",20120101121441,1,3,"Traveling",10
"2523",20120101121441,1,3,"Other",3
"2524",20120101121441,1,3,"Traveling",10
"2525",20120101121441,1,3,"Eating and Drinking",10
"2526",20120101121441,1,3,"Leisure and Sports",112
"2527",20120101121441,1,3,"Sleeping",180
"2528",20120101121441,1,3,"Leisure and Sports",60
"2529",20120101121441,1,3,"Traveling",3
"2530",20120101121441,1,3,"Other",237
"2531",20120101121441,1,3,"Traveling",3
"2532",20120101121441,1,3,"Eating and Drinking",10
"2533",20120101121441,1,3,"Leisure and Sports",77
"2534",20120101121441,1,3,"Sleeping",330
"2763",20120101121551,2,5,"Sleeping",330
"2764",20120101121551,2,5,"Other",30
"2765",20120101121551,2,5,"Eating and Drinking",15
"2766",20120101121551,2,5,"Other",105
"2767",20120101121551,2,5,"Grooming",60
"2768",20120101121551,2,5,"Traveling",10
"2769",20120101121551,2,5,"Other",80
"2770",20120101121551,2,5,"Traveling",10
"2771",20120101121551,2,5,"Leisure and Sports",80
"2772",20120101121551,2,5,"Leisure and Sports",180
"2773",20120101121551,2,5,"Traveling",15
"2774",20120101121551,2,5,"Other",90
"2775",20120101121551,2,5,"Traveling",15
"2776",20120101121551,2,5,"Other",10
"2777",20120101121551,2,5,"Eating and Drinking",20
"2778",20120101121551,2,5,"Other",150
"2779",20120101121551,2,5,"Sleeping",240
"2896",20120101121681,1,5,"Sleeping",330
"2897",20120101121681,1,5,"Grooming",30
"2898",20120101121681,1,5,"Eating and Drinking",15
"2899",20120101121681,1,5,"Traveling",15
"2900",20120101121681,1,5,"Other",90
"2901",20120101121681,1,5,"Traveling",20
"2902",20120101121681,1,5,"Eating and Drinking",100
"2903",20120101121681,1,5,"Traveling",45
"2904",20120101121681,1,5,"Leisure and Sports",165
"2905",20120101121681,1,5,"Traveling",30
"2906",20120101121681,1,5,"Leisure and Sports",60
"2907",20120101121681,1,5,"Traveling",20
"2908",20120101121681,1,5,"Eating and Drinking",90
"2909",20120101121681,1,5,"Traveling",20
"2910",20120101121681,1,5,"Leisure and Sports",60
"2911",20120101121681,1,5,"Traveling",5
"2912",20120101121681,1,5,"Other",3
"2913",20120101121681,1,5,"Traveling",1
"2914",20120101121681,1,5,"Other",10
"2915",20120101121681,1,5,"Grooming",10
"2916",20120101121681,1,5,"Sleeping",321
"3021",20120101121731,1,5,"Sleeping",180
"3022",20120101121731,1,5,"Grooming",35
"3023",20120101121731,1,5,"Other",35
"3024",20120101121731,1,5,"Traveling",60
"3025",20120101121731,1,5,"Other",20
"3026",20120101121731,1,5,"Traveling",60
"3027",20120101121731,1,5,"Other",10
"3028",20120101121731,1,5,"Other",20
"3029",20120101121731,1,5,"Eating and Drinking",25
"3030",20120101121731,1,5,"Other",60
"3031",20120101121731,1,5,"Educational Activities",120
"3032",20120101121731,1,5,"Other",60
"3033",20120101121731,1,5,"Educational Activities",125
"3034",20120101121731,1,5,"Other",35
"3035",20120101121731,1,5,"Eating and Drinking",30
"3036",20120101121731,1,5,"Educational Activities",265
"3037",20120101121731,1,5,"Leisure and Sports",90
"3038",20120101121731,1,5,"Sleeping",180
"3039",20120101121731,1,5,"Other",30
"3079",20120101121758,1,5,"Sleeping",360
"3080",20120101121758,1,5,"Other",120
"3081",20120101121758,1,5,"Grooming",90
"3082",20120101121758,1,5,"Other",30
"3083",20120101121758,1,5,"Other",1
"3084",20120101121758,1,5,"Traveling",5
"3085",20120101121758,1,5,"Educational Activities",504
"3086",20120101121758,1,5,"Traveling",5
"3087",20120101121758,1,5,"Educational Activities",60
"3088",20120101121758,1,5,"Leisure and Sports",60
"3089",20120101121758,1,5,"Sleeping",205
"3306",20120101121853,1,5,"Sleeping",270
"3307",20120101121853,1,5,"Other",30
"3308",20120101121853,1,5,"Eating and Drinking",30
"3309",20120101121853,1,5,"Educational Activities",210
"3310",20120101121853,1,5,"Traveling",15
"3311",20120101121853,1,5,"Other",7
"3312",20120101121853,1,5,"Traveling",15
"3313",20120101121853,1,5,"Eating and Drinking",15
"3314",20120101121853,1,5,"Other",1
"3315",20120101121853,1,5,"Traveling",5
"3316",20120101121853,1,5,"Other",2
"3317",20120101121853,1,5,"Traveling",5
"3318",20120101121853,1,5,"Other",30
"3319",20120101121853,1,5,"Traveling",5
"3320",20120101121853,1,5,"Other",1
"3321",20120101121853,1,5,"Traveling",5
"3322",20120101121853,1,5,"Other",180
"3323",20120101121853,1,5,"Other",5
"3324",20120101121853,1,5,"Educational Activities",15
"3325",20120101121853,1,5,"Educational Activities",294
"3326",20120101121853,1,5,"Sleeping",300
"3447",20120101121908,1,5,"Sleeping",105
"3448",20120101121908,1,5,"Grooming",30
"3449",20120101121908,1,5,"Eating and Drinking",15
"3450",20120101121908,1,5,"Traveling",30
"3451",20120101121908,1,5,"Educational Activities",690
"3452",20120101121908,1,5,"Traveling",5
"3453",20120101121908,1,5,"Other",145
"3454",20120101121908,1,5,"Traveling",35
"3455",20120101121908,1,5,"Other",40
"3456",20120101121908,1,5,"Traveling",10
"3457",20120101121908,1,5,"Other",10
"3458",20120101121908,1,5,"Eating and Drinking",15
"3459",20120101121908,1,5,"Leisure and Sports",60
"3460",20120101121908,1,5,"Sleeping",250
"4035",20120101122217,1,5,"Sleeping",180
"4036",20120101122217,1,5,"Eating and Drinking",40
"4037",20120101122217,1,5,"Grooming",30
"4038",20120101122217,1,5,"Traveling",15
"4039",20120101122217,1,5,"Educational Activities",515
"4040",20120101122217,1,5,"Traveling",15
"4041",20120101122217,1,5,"Eating and Drinking",60
"4042",20120101122217,1,5,"Educational Activities",225
"4043",20120101122217,1,5,"Sleeping",360
"4044",20120101122229,1,3,"Sleeping",140
"4045",20120101122229,1,3,"Grooming",25
"4046",20120101122229,1,3,"Leisure and Sports",15
"4047",20120101122229,1,3,"Traveling",30
"4048",20120101122229,1,3,"Educational Activities",445
"4049",20120101122229,1,3,"Leisure and Sports",125
"4050",20120101122229,1,3,"Traveling",3
"4051",20120101122229,1,3,"Other",1
"4052",20120101122229,1,3,"Traveling",45
"4053",20120101122229,1,3,"Eating and Drinking",101
"4054",20120101122229,1,3,"Traveling",45
"4055",20120101122229,1,3,"Leisure and Sports",75
"4056",20120101122229,1,3,"Leisure and Sports",30
"4057",20120101122229,1,3,"Grooming",3
"4058",20120101122229,1,3,"Sleeping",357
"4765",20120111110041,1,3,"Sleeping",540
"4766",20120111110041,1,3,"Other",60
"4767",20120111110041,1,3,"Eating and Drinking",15
"4768",20120111110041,1,3,"Sleeping",225
"4769",20120111110041,1,3,"Grooming",30
"4770",20120111110041,1,3,"Leisure and Sports",60
"4771",20120111110041,1,3,"Other",5
"4772",20120111110041,1,3,"Sleeping",30
"4773",20120111110041,1,3,"Sleeping",475
"4964",20120111110572,1,3,"Sleeping",165
"4965",20120111110572,1,3,"Grooming",7
"4966",20120111110572,1,3,"Eating and Drinking",7
"4967",20120111110572,1,3,"Traveling",10
"4968",20120111110572,1,3,"Educational Activities",268
"4969",20120111110572,1,3,"Eating and Drinking",47
"4970",20120111110572,1,3,"Educational Activities",159
"4971",20120111110572,1,3,"Grooming",27
"4972",20120111110572,1,3,"Leisure and Sports",150
"4973",20120111110572,1,3,"Traveling",5
"4974",20120111110572,1,3,"Eating and Drinking",25
"4975",20120111110572,1,3,"Leisure and Sports",10
"4976",20120111110572,1,3,"Educational Activities",30
"4977",20120111110572,1,3,"Leisure and Sports",110
"4978",20120111110572,1,3,"Leisure and Sports",45
"4979",20120111110572,1,3,"Sleeping",375
"5516",20120111110841,1,3,"Sleeping",480
"5517",20120111110841,1,3,"Eating and Drinking",30
"5518",20120111110841,1,3,"Leisure and Sports",180
"5519",20120111110841,1,3,"Traveling",25
"5520",20120111110841,1,3,"Other",65
"5521",20120111110841,1,3,"Traveling",5
"5522",20120111110841,1,3,"Other",10
"5523",20120111110841,1,3,"Traveling",5
"5524",20120111110841,1,3,"Leisure and Sports",190
"5525",20120111110841,1,3,"Traveling",25
"5526",20120111110841,1,3,"Leisure and Sports",60
"5527",20120111110841,1,3,"Traveling",25
"5528",20120111110841,1,3,"Eating and Drinking",30
"5529",20120111110841,1,3,"Leisure and Sports",120
"5530",20120111110841,1,3,"Sleeping",190
"5675",20120111110870,1,5,"Sleeping",300
"5676",20120111110870,1,5,"Grooming",30
"5677",20120111110870,1,5,"Other",5
"5678",20120111110870,1,5,"Grooming",5
"5679",20120111110870,1,5,"Traveling",10
"5680",20120111110870,1,5,"Educational Activities",50
"5681",20120111110870,1,5,"Eating and Drinking",60
"5682",20120111110870,1,5,"Educational Activities",140
"5683",20120111110870,1,5,"Other",90
"5684",20120111110870,1,5,"Leisure and Sports",60
"5685",20120111110870,1,5,"Traveling",5
"5686",20120111110870,1,5,"Leisure and Sports",60
"5687",20120111110870,1,5,"Traveling",5
"5688",20120111110870,1,5,"Grooming",60
"5689",20120111110870,1,5,"Leisure and Sports",60
"5690",20120111110870,1,5,"Educational Activities",60
"5691",20120111110870,1,5,"Leisure and Sports",30
"5692",20120111110870,1,5,"Traveling",15
"5693",20120111110870,1,5,"Leisure and Sports",5
"5694",20120111110870,1,5,"Leisure and Sports",60
"5695",20120111110870,1,5,"Traveling",10
"5696",20120111110870,1,5,"Leisure and Sports",90
"5697",20120111110870,1,5,"Grooming",15
"5698",20120111110870,1,5,"Sleeping",215
"6013",20120111111004,2,3,"Sleeping",150
"6014",20120111111004,2,3,"Grooming",30
"6015",20120111111004,2,3,"Traveling",20
"6016",20120111111004,2,3,"Educational Activities",340
"6017",20120111111004,2,3,"Eating and Drinking",10
"6018",20120111111004,2,3,"Educational Activities",89
"6019",20120111111004,2,3,"Traveling",15
"6020",20120111111004,2,3,"Leisure and Sports",5
"6021",20120111111004,2,3,"Leisure and Sports",120
"6022",20120111111004,2,3,"Grooming",120
"6023",20120111111004,2,3,"Leisure and Sports",180
"6024",20120111111004,2,3,"Sleeping",361
"6077",20120111111044,1,5,"Sleeping",210
"6078",20120111111044,1,5,"Other",10
"6079",20120111111044,1,5,"Eating and Drinking",30
"6080",20120111111044,1,5,"Leisure and Sports",120
"6081",20120111111044,1,5,"Other",60
"6082",20120111111044,1,5,"Leisure and Sports",50
"6083",20120111111044,1,5,"Other",15
"6084",20120111111044,1,5,"Other",5
"6085",20120111111044,1,5,"Other",100
"6086",20120111111044,1,5,"Other",10
"6087",20120111111044,1,5,"Leisure and Sports",110
"6088",20120111111044,1,5,"Other",45
"6089",20120111111044,1,5,"Eating and Drinking",15
"6090",20120111111044,1,5,"Other",25
"6091",20120111111044,1,5,"Leisure and Sports",35
"6092",20120111111044,1,5,"Eating and Drinking",10
"6093",20120111111044,1,5,"Leisure and Sports",110
"6094",20120111111044,1,5,"Other",60
"6095",20120111111044,1,5,"Leisure and Sports",60
"6096",20120111111044,1,5,"Sleeping",360
"6169",20120111111084,1,3,"Sleeping",120
"6170",20120111111084,1,3,"Grooming",20
"6171",20120111111084,1,3,"Traveling",15
"6172",20120111111084,1,3,"Educational Activities",475
"6173",20120111111084,1,3,"Traveling",20
"6174",20120111111084,1,3,"Eating and Drinking",20
"6175",20120111111084,1,3,"Other",20
"6176",20120111111084,1,3,"Traveling",35
"6177",20120111111084,1,3,"Other",30
"6178",20120111111084,1,3,"Traveling",35
"6179",20120111111084,1,3,"Leisure and Sports",140
"6180",20120111111084,1,3,"Traveling",30
"6181",20120111111084,1,3,"Other",60
"6182",20120111111084,1,3,"Traveling",30
"6183",20120111111084,1,3,"Sleeping",390
"6184",20120111111087,4,3,"Sleeping",240
"6185",20120111111087,4,3,"Grooming",60
"6186",20120111111087,4,3,"Eating and Drinking",15
"6187",20120111111087,4,3,"Other",165
"6188",20120111111087,4,3,"Traveling",5
"6189",20120111111087,4,3,"Other",55
"6190",20120111111087,4,3,"Traveling",15
"6191",20120111111087,4,3,"Other",45
"6192",20120111111087,4,3,"Traveling",30
"6193",20120111111087,4,3,"Leisure and Sports",90
"6194",20120111111087,4,3,"Other",60
"6195",20120111111087,4,3,"Eating and Drinking",10
"6196",20120111111087,4,3,"Other",20
"6197",20120111111087,4,3,"Leisure and Sports",210
"6198",20120111111087,4,3,"Eating and Drinking",30
"6199",20120111111087,4,3,"Leisure and Sports",50
"6200",20120111111087,4,3,"Leisure and Sports",40
"6201",20120111111087,4,3,"Sleeping",300
"6305",20120111111158,2,5,"Sleeping",390
"6306",20120111111158,2,5,"Grooming",75
"6307",20120111111158,2,5,"Traveling",10
"6308",20120111111158,2,5,"Working and related activities",185
"6309",20120111111158,2,5,"Eating and Drinking",25
"6310",20120111111158,2,5,"Working and related activities",95
"6311",20120111111158,2,5,"Other",60
"6312",20120111111158,2,5,"Traveling",13
"6313",20120111111158,2,5,"Other",1
"6314",20120111111158,2,5,"Traveling",15
"6315",20120111111158,2,5,"Other",90
"6316",20120111111158,2,5,"Other",30
"6317",20120111111158,2,5,"Traveling",1
"6318",20120111111158,2,5,"Other",7
"6319",20120111111158,2,5,"Traveling",12
"6320",20120111111158,2,5,"Other",10
"6321",20120111111158,2,5,"Grooming",120
"6322",20120111111158,2,5,"Traveling",10
"6323",20120111111158,2,5,"Leisure and Sports",291
"6375",20120111111186,1,3,"Sleeping",240
"6376",20120111111186,1,3,"Leisure and Sports",120
"6377",20120111111186,1,3,"Grooming",60
"6378",20120111111186,1,3,"Traveling",15
"6379",20120111111186,1,3,"Other",105
"6380",20120111111186,1,3,"Traveling",8
"6381",20120111111186,1,3,"Other",60
"6382",20120111111186,1,3,"Traveling",5
"6383",20120111111186,1,3,"Other",60
"6384",20120111111186,1,3,"Traveling",10
"6385",20120111111186,1,3,"Sleeping",120
"6386",20120111111186,1,3,"Grooming",4
"6387",20120111111186,1,3,"Traveling",8
"6388",20120111111186,1,3,"Leisure and Sports",145
"6389",20120111111186,1,3,"Traveling",8
"6390",20120111111186,1,3,"Eating and Drinking",30
"6391",20120111111186,1,3,"Traveling",5
"6392",20120111111186,1,3,"Leisure and Sports",77
"6393",20120111111186,1,3,"Educational Activities",40
"6394",20120111111186,1,3,"Sleeping",320
"6760",20120111111330,1,3,"Sleeping",420
"6761",20120111111330,1,3,"Leisure and Sports",300
"6762",20120111111330,1,3,"Traveling",5
"6763",20120111111330,1,3,"Leisure and Sports",60
"6764",20120111111330,1,3,"Traveling",5
"6765",20120111111330,1,3,"Other",1
"6766",20120111111330,1,3,"Eating and Drinking",90
"6767",20120111111330,1,3,"Leisure and Sports",199
"6768",20120111111330,1,3,"Sleeping",360
"6769",20120111111337,1,3,"Sleeping",360
"6770",20120111111337,1,3,"Eating and Drinking",10
"6771",20120111111337,1,3,"Leisure and Sports",170
"6772",20120111111337,1,3,"Leisure and Sports",30
"6773",20120111111337,1,3,"Leisure and Sports",30
"6774",20120111111337,1,3,"Traveling",45
"6775",20120111111337,1,3,"Leisure and Sports",195
"6776",20120111111337,1,3,"Other",120
"6777",20120111111337,1,3,"Eating and Drinking",15
"6778",20120111111337,1,3,"Grooming",15
"6779",20120111111337,1,3,"Leisure and Sports",60
"6780",20120111111337,1,3,"Sleeping",390
"7068",20120111111464,1,3,"Sleeping",180
"7069",20120111111464,1,3,"Grooming",10
"7070",20120111111464,1,3,"Eating and Drinking",10
"7071",20120111111464,1,3,"Grooming",10
"7072",20120111111464,1,3,"Traveling",25
"7073",20120111111464,1,3,"Educational Activities",265
"7074",20120111111464,1,3,"Eating and Drinking",55
"7075",20120111111464,1,3,"Educational Activities",75
"7076",20120111111464,1,3,"Traveling",30
"7077",20120111111464,1,3,"Leisure and Sports",135
"7078",20120111111464,1,3,"Traveling",15
"7079",20120111111464,1,3,"Eating and Drinking",30
"7080",20120111111464,1,3,"Educational Activities",150
"7081",20120111111464,1,3,"Leisure and Sports",90
"7082",20120111111464,1,3,"Traveling",30
"7083",20120111111464,1,3,"Grooming",45
"7084",20120111111464,1,3,"Sleeping",285
"7264",20120111111505,1,3,"Sleeping",480
"7265",20120111111505,1,3,"Leisure and Sports",60
"7266",20120111111505,1,3,"Grooming",30
"7267",20120111111505,1,3,"Leisure and Sports",30
"7268",20120111111505,1,3,"Leisure and Sports",60
"7269",20120111111505,1,3,"Traveling",8
"7270",20120111111505,1,3,"Other",5
"7271",20120111111505,1,3,"Traveling",2
"7272",20120111111505,1,3,"Other",5
"7273",20120111111505,1,3,"Traveling",10
"7274",20120111111505,1,3,"Other",120
"7275",20120111111505,1,3,"Traveling",1
"7276",20120111111505,1,3,"Leisure and Sports",120
"7277",20120111111505,1,3,"Traveling",15
"7278",20120111111505,1,3,"Eating and Drinking",45
"7279",20120111111505,1,3,"Traveling",15
"7280",20120111111505,1,3,"Leisure and Sports",30
"7281",20120111111505,1,3,"Traveling",10
"7282",20120111111505,1,3,"Leisure and Sports",90
"7283",20120111111505,1,3,"Leisure and Sports",45
"7284",20120111111505,1,3,"Sleeping",259
"7305",20120111111525,1,5,"Sleeping",420
"7306",20120111111525,1,5,"Grooming",40
"7307",20120111111525,1,5,"Traveling",30
"7308",20120111111525,1,5,"Educational Activities",120
"7309",20120111111525,1,5,"Leisure and Sports",30
"7310",20120111111525,1,5,"Other",20
"7311",20120111111525,1,5,"Traveling",30
"7312",20120111111525,1,5,"Grooming",20
"7313",20120111111525,1,5,"Eating and Drinking",30
"7314",20120111111525,1,5,"Traveling",10
"7315",20120111111525,1,5,"Leisure and Sports",60
"7316",20120111111525,1,5,"Leisure and Sports",30
"7317",20120111111525,1,5,"Leisure and Sports",90
"7318",20120111111525,1,5,"Traveling",10
"7319",20120111111525,1,5,"Eating and Drinking",30
"7320",20120111111525,1,5,"Grooming",60
"7321",20120111111525,1,5,"Educational Activities",120
"7322",20120111111525,1,5,"Sleeping",290
"7428",20120111111554,1,3,"Sleeping",105
"7429",20120111111554,1,3,"Grooming",10
"7430",20120111111554,1,3,"Traveling",5
"7431",20120111111554,1,3,"Leisure and Sports",60
"7432",20120111111554,1,3,"Traveling",5
"7433",20120111111554,1,3,"Grooming",10
"7434",20120111111554,1,3,"Eating and Drinking",10
"7435",20120111111554,1,3,"Grooming",20
"7436",20120111111554,1,3,"Traveling",15
"7437",20120111111554,1,3,"Other",30
"7438",20120111111554,1,3,"Educational Activities",235
"7439",20120111111554,1,3,"Eating and Drinking",20
"7440",20120111111554,1,3,"Leisure and Sports",25
"7441",20120111111554,1,3,"Educational Activities",175
"7442",20120111111554,1,3,"Traveling",30
"7443",20120111111554,1,3,"Grooming",10
"7444",20120111111554,1,3,"Traveling",5
"7445",20120111111554,1,3,"Working and related activities",250
"7446",20120111111554,1,3,"Traveling",5
"7447",20120111111554,1,3,"Eating and Drinking",10
"7448",20120111111554,1,3,"Grooming",15
"7449",20120111111554,1,3,"Educational Activities",90
"7450",20120111111554,1,3,"Grooming",2
"7451",20120111111554,1,3,"Sleeping",298
"7581",20120111111638,1,5,"Sleeping",360
"7582",20120111111638,1,5,"Grooming",60
"7583",20120111111638,1,5,"Traveling",20
"7584",20120111111638,1,5,"Other",30
"7585",20120111111638,1,5,"Traveling",5
"7586",20120111111638,1,5,"Other",30
"7587",20120111111638,1,5,"Traveling",30
"7588",20120111111638,1,5,"Other",60
"7589",20120111111638,1,5,"Traveling",20
"7590",20120111111638,1,5,"Eating and Drinking",30
"7591",20120111111638,1,5,"Traveling",5
"7592",20120111111638,1,5,"Other",60
"7593",20120111111638,1,5,"Traveling",10
"7594",20120111111638,1,5,"Other",2
"7595",20120111111638,1,5,"Traveling",5
"7596",20120111111638,1,5,"Eating and Drinking",30
"7597",20120111111638,1,5,"Educational Activities",263
"7598",20120111111638,1,5,"Leisure and Sports",180
"7599",20120111111638,1,5,"Eating and Drinking",30
"7600",20120111111638,1,5,"Sleeping",210
"8485",20120111112063,2,5,"Sleeping",210
"8486",20120111112063,2,5,"Traveling",60
"8487",20120111112063,2,5,"Other",240
"8488",20120111112063,2,5,"Traveling",60
"8489",20120111112063,2,5,"Sleeping",210
"8490",20120111112063,2,5,"Educational Activities",240
"8491",20120111112063,2,5,"Eating and Drinking",45
"8492",20120111112063,2,5,"Grooming",90
"8493",20120111112063,2,5,"Sleeping",285
"8518",20120111112091,1,5,"Sleeping",360
"8519",20120111112091,1,5,"Eating and Drinking",30
"8520",20120111112091,1,5,"Grooming",60
"8521",20120111112091,1,5,"Traveling",35
"8522",20120111112091,1,5,"Leisure and Sports",180
"8523",20120111112091,1,5,"Eating and Drinking",60
"8524",20120111112091,1,5,"Traveling",30
"8525",20120111112091,1,5,"Leisure and Sports",15
"8526",20120111112091,1,5,"Traveling",10
"8527",20120111112091,1,5,"Leisure and Sports",60
"8528",20120111112091,1,5,"Traveling",20
"8529",20120111112091,1,5,"Other",30
"8530",20120111112091,1,5,"Leisure and Sports",60
"8531",20120111112091,1,5,"Sleeping",490
"8633",20120111112115,1,5,"Sleeping",120
"8634",20120111112115,1,5,"Leisure and Sports",60
"8635",20120111112115,1,5,"Working and related activities",90
"8636",20120111112115,1,5,"Traveling",30
"8637",20120111112115,1,5,"Traveling",300
"8638",20120111112115,1,5,"Traveling",30
"8639",20120111112115,1,5,"Working and related activities",240
"8640",20120111112115,1,5,"Traveling",5
"8641",20120111112115,1,5,"Other",5
"8642",20120111112115,1,5,"Other",20
"8643",20120111112115,1,5,"Eating and Drinking",60
"8644",20120111112115,1,5,"Working and related activities",120
"8645",20120111112115,1,5,"Leisure and Sports",60
"8646",20120111112115,1,5,"Sleeping",300
"8676",20120111112143,2,5,"Sleeping",210
"8677",20120111112143,2,5,"Other",120
"8678",20120111112143,2,5,"Other",30
"8679",20120111112143,2,5,"Other",15
"8680",20120111112143,2,5,"Grooming",30
"8681",20120111112143,2,5,"Other",15
"8682",20120111112143,2,5,"Educational Activities",180
"8683",20120111112143,2,5,"Other",30
"8684",20120111112143,2,5,"Other",45
"8685",20120111112143,2,5,"Leisure and Sports",105
"8686",20120111112143,2,5,"Other",35
"8687",20120111112143,2,5,"Other",30
"8688",20120111112143,2,5,"Eating and Drinking",30
"8689",20120111112143,2,5,"Other",15
"8690",20120111112143,2,5,"Leisure and Sports",85
"8691",20120111112143,2,5,"Educational Activities",60
"8692",20120111112143,2,5,"Sleeping",405
"9164",20120111112338,1,5,"Eating and Drinking",30
"9165",20120111112338,1,5,"Leisure and Sports",60
"9166",20120111112338,1,5,"Traveling",1
"9167",20120111112338,1,5,"Other",2
