race,activities
1,"s,300,o,15,o,30,o,25,o,5,o,25,o,15,o,5,o,5,o,85,o,15,o,15,o,60,o,15,o,45,o,2,o,30,o,5,o,15,o,90,o,30,o,120,o,45,o,58,o,5,o,1,o,5,o,89,o,10,s,275"
1,"s,480,o,1,o,13,o,15,o,241,o,17,o,23,o,20,o,60,o,40,o,290,o,92,o,28,o,5,o,55,s,60"
1,"s,330,o,90,o,30,o,60,o,30,o,60,o,90,o,80,o,145,o,75,o,30,o,15,o,30,o,60,o,15,o,60,o,120,o,15,s,105"
1,"o,60,o,120,o,210,o,15,o,15,o,330,o,120,o,30,o,240,o,60,o,60,s,180"
4,"s,300,o,5,o,5,o,10,o,5,o,20,o,30,o,210,o,15,o,15,o,20,o,45,o,10,o,30,o,60,o,60,s,120,o,60,o,30,o,60,o,30,s,300"
1,"s,360,o,20,o,15,w,85,o,15,w,195,o,30,o,7,o,30,o,2,o,20,o,5,o,15,o,1,o,5,o,7,o,15,o,15,o,58,o,40,o,60,o,20,o,120,o,20,o,30,s,250"
2,"w,240,o,60,w,240,o,180,o,60,o,60,o,45,o,240,o,60,o,5,o,15,s,235"
1,"s,90,o,2,o,1,o,15,o,7,o,305,o,45,o,210,o,7,o,10,o,60,o,73,o,40,o,120,o,25,o,30,s,400"
1,"s,300,o,60,o,15,o,120,o,60,o,10,o,180,o,20,o,20,o,25,o,90,o,3,o,15,o,3,o,10,o,5,o,204,s,10,s,290"
1,"s,195,o,30,o,10,o,25,c,183,o,30,c,204,o,13,o,10,o,30,o,50,o,15,o,20,o,15,w,60,o,30,o,100,w,60,o,45,s,315"
1,"s,170,o,60,o,10,c,245,o,30,c,205,o,20,o,15,o,20,o,5,o,30,o,30,o,30,o,5,o,15,o,15,w,20,o,50,s,465"
2,"s,210,o,15,o,20,o,20,o,185,o,1,w,119,o,1,o,89,o,15,o,5,o,15,o,90,o,25,o,20,o,10,o,1,o,15,o,20,o,30,o,354,s,180"
1,"s,60,o,90,o,3,o,3,o,25,o,19,c,292,o,30,c,108,o,25,o,1,o,2,o,10,o,15,o,20,o,75,o,10,o,42,o,22,w,78,o,15,w,65,s,430"
2,"s,360,o,10,o,650,o,15,s,405"
1,"s,90,o,45,o,35,o,18,c,226,o,36,c,148,o,32,o,90,w,120,o,60,o,90,o,150,s,300"
1,"s,240,o,3,o,5,o,5,o,30,o,377,o,90,o,5,o,415,o,15,o,5,o,5,o,30,o,5,o,120,o,5,s,85"
1,"s,300,o,5,o,25,o,15,o,15,o,90,o,7,o,1,o,18,o,34,o,10,o,5,o,75,o,1,o,1,o,93,w,85,o,30,o,8,o,22,o,15,o,60,o,5,w,270,o,7,o,25,o,10,s,208"
1,"s,360,o,30,o,90,o,90,o,90,o,30,o,330,o,30,o,90,s,300"
1,"s,270,o,30,o,60,o,240,o,30,o,90,o,90,o,30,o,20,o,10,o,30,o,45,o,10,o,155,s,330"
1,"s,180,o,60,o,60,o,420,o,60,o,60,o,120,o,60,o,60,s,360"
1,"s,390,o,30,o,30,o,20,o,100,s,90,o,60,o,15,o,105,o,15,o,225,s,360"
1,"s,240,o,60,o,5,o,180,o,60,o,300,o,10,o,225,o,15,s,45,s,300"
1,"s,270,o,120,o,45,o,30,o,45,o,120,o,45,o,20,o,20,w,390,s,335"
1,"s,280,o,90,o,5,o,90,o,5,o,30,o,90,o,60,w,120,o,120,o,30,o,40,s,480"
1,"s,390,o,5,o,30,o,10,o,15,o,60,o,10,o,75,o,10,o,295,o,45,o,60,o,315,s,120"
1,"s,300,o,30,o,60,o,270,o,15,o,60,o,60,o,60,o,120,o,225,s,240"
2,"s,300,o,180,o,20,o,45,o,5,o,60,o,20,o,60,o,5,o,30,o,180,o,25,o,10,o,200,s,300"
1,"s,180,o,45,o,185,o,180,o,20,s,45,o,30,o,60,o,65,o,30,o,40,o,95,o,45,o,15,o,75,s,330"
1,"s,300,o,20,o,30,o,90,o,90,o,70,o,20,o,30,o,190,o,30,o,450,s,120"
2,"s,180,o,60,o,20,o,10,o,20,o,20,o,15,o,60,o,200,o,10,o,125,o,60,o,20,o,15,o,30,o,15,o,30,o,30,o,20,o,30,o,290,s,180"
2,"s,240,o,60,o,10,o,50,o,5,o,120,o,5,o,170,o,60,o,120,o,65,o,6,o,103,o,6,o,60,o,120,s,240"
1,"s,120,o,30,o,1,o,10,o,5,o,15,o,29,o,15,c,225,o,35,c,85,o,15,o,15,o,30,o,5,o,45,o,90,o,5,o,20,o,30,o,30,o,20,o,5,o,1,o,15,o,120,o,15,o,1,o,5,o,15,o,20,o,60,s,308"
4,"s,300,o,20,o,5,o,10,o,5,o,90,o,30,o,5,o,120,o,5,o,10,s,240,o,60,o,30,o,120,o,120,o,60,s,210"
1,"s,600,o,5,o,415,o,5,s,415"
4,"s,420,o,2,o,120,o,2,o,60,o,8,o,90,o,8,o,120,o,20,o,8,o,7,o,305,o,7,o,9,o,8,o,126,s,120"
1,"s,300,o,60,o,120,o,60,o,20,o,120,o,20,o,120,o,90,o,170,s,270,o,90"
2,"s,150,o,5,o,25,o,30,o,10,o,1,o,10,o,5,o,20,o,4,o,1,o,9,o,40,o,110,o,15,o,105,o,5,o,40,o,5,o,5,o,125,o,15,o,105,o,40,o,30,o,10,o,15,o,2,o,15,o,20,o,5,o,10,o,63,o,10,o,20,o,10,o,80,s,270"
1,"s,90,o,60,o,45,o,15,c,315,o,20,c,95,o,30,s,320,o,15,s,435"
1,"s,270,o,60,o,60,o,10,o,60,o,5,o,60,o,2,o,1,o,27,o,15,o,630,s,240"
1,"s,360,o,240,o,5,o,240,o,60,o,180,s,355"
1,"s,240,o,30,o,15,o,2,o,78,o,10,o,105,o,5,o,15,o,3,o,157,o,30,o,30,o,120,o,15,o,90,o,30,w,15,o,30,s,420"
1,"s,315,o,10,o,20,o,15,o,20,o,55,o,20,o,5,o,30,o,5,o,45,o,60,o,10,o,15,o,30,o,30,o,10,o,5,o,50,o,10,o,5,o,20,o,60,o,30,o,30,o,10,o,45,o,10,o,5,o,465"
1,"s,480,o,10,o,290,o,2,o,266,o,2,o,10,o,110,s,270"
2,"s,170,o,5,o,10,o,5,o,10,o,4,o,15,o,4,o,60,o,30,o,60,o,30,o,60,o,60,o,137,o,10,o,35,o,120,o,15,o,120,o,60,o,120,o,15,o,105,o,10,o,20,s,150"
2,"s,105,o,90,o,20,c,385,o,15,o,225,o,30,o,10,o,10,o,30,o,30,o,130,o,5,o,90,s,265"
2,"s,165,o,30,o,10,o,20,o,5,c,220,o,45,c,180,o,5,o,180,o,45,o,2,o,128,o,2,o,15,w,30,o,20,o,30,o,15,s,293"
1,"s,240,o,10,o,40,o,15,o,60,o,20,o,15,o,5,o,1,o,5,o,69,o,10,o,5,o,2,o,3,o,5,o,95,o,15,o,225,o,15,o,30,w,120,o,75,o,60,s,300"
2,"s,300,o,15,o,20,o,105,o,640,o,30,s,330"
1,"s,300,o,4,o,3,o,5,o,90,o,5,w,73,o,20,w,100,o,120,o,30,w,150,o,120,w,210,s,210"
4,"s,300,o,30,o,10,o,180,o,60,o,15,o,10,s,120,o,175,o,60,o,60,o,15,o,105,s,300"
1,"s,300,o,20,o,90,o,70,o,30,o,90,s,120,o,60,o,40,o,140,o,40,o,20,o,60,s,360"
1,"s,540,o,165,o,15,o,60,o,15,o,180,o,120,o,60,s,285"
1,"s,300,o,120,o,30,o,120,o,30,o,60,o,60,o,180,o,120,s,420"
2,"s,300,o,30,o,15,o,435,o,15,o,30,o,30,o,465,s,120"
1,"s,360,o,240,o,30,o,180,o,30,o,20,o,190,s,390"
1,"s,360,o,120,o,10,o,50,o,120,o,60,o,10,o,30,o,10,o,70,o,60,o,45,o,45,o,30,o,90,o,30,s,300"
1,"s,600,o,2,o,58,o,30,o,630,s,120"
1,"s,300,o,10,o,30,o,30,o,60,o,17,o,1,o,10,o,5,o,120,o,60,o,60,o,10,o,10,o,45,o,90,o,60,o,102,o,90,o,30,s,300"
1,"s,330,o,45,o,5,o,10,o,210,o,5,o,45,o,5,o,5,o,270,o,10,o,5,o,120,w,90,s,285"
4,"s,300,o,120,o,15,o,285,o,15,o,120,o,165,o,60,s,360"
4,"s,360,o,30,o,45,o,60,o,20,o,60,o,90,o,60,s,90,o,30,o,85,o,60,o,60,o,60,w,210,o,30,s,90"
1,"s,210,o,70,o,15,c,55,o,5,o,35,o,10,o,20,w,150,o,2,o,10,o,2,o,15,c,231,o,10,o,45,o,5,o,5,o,20,o,40,o,5,c,50,o,15,o,25,w,120,o,20,w,160,o,10,s,80"
1,"s,360,o,30,o,15,o,1,o,10,c,109,o,45,w,75,o,10,o,3,c,62,o,10,o,5,o,60,o,60,o,5,o,400,o,5,o,20,s,155"
1,"s,60,o,120,o,5,o,55,o,240,o,60,c,135,o,45,o,60,o,30,o,150,w,60,o,30,o,10,o,60,s,320"
1,"s,360,o,60,o,60,o,7,o,60,o,7,o,45,o,10,o,20,o,75,o,45,o,15,o,31,o,15,o,90,o,30,o,75,o,40,o,20,o,30,o,120,s,225"
1,"o,10,s,170,o,10,o,40,o,5,c,245,o,20,o,10,c,90,o,10,c,90,o,5,o,20,o,120,o,120,o,2,o,30,s,443"
1,"s,180,o,30,o,60,o,30,o,300,o,30,o,240,o,30,o,60,o,60,o,120,s,300"
2,"s,120,o,30,o,30,o,5,o,2,o,8,w,120,c,60,w,240,c,105,w,60,o,5,o,60,o,15,o,190,o,270,o,10,s,110"
2,"s,240,o,45,o,20,o,60,o,15,o,60,o,10,o,60,o,15,s,90,o,30,o,60,o,15,o,30,o,120,o,60,o,30,o,30,o,15,o,20,o,10,s,405"
1,"s,240,o,25,o,15,o,15,o,15,o,20,o,5,o,30,o,4,o,7,o,4,o,30,o,10,o,300,o,3,o,9,o,3,o,165,o,10,o,10,o,5,o,15,o,15,o,125,o,5,s,355"
1,"s,480,o,120,w,90,o,120,o,120,o,30,o,60,o,30,o,105,o,30,s,255"
1,"s,300,o,60,o,15,o,5,o,5,o,35,o,5,o,30,o,5,o,15,o,15,o,30,o,2,o,5,o,15,o,90,o,90,o,40,o,120,o,30,o,198,o,15,o,40,s,275"
1,"s,150,s,195,o,20,o,10,o,12,o,120,o,20,o,90,o,20,o,15,s,120,o,12,o,1,o,20,o,40,o,20,o,12,o,60,o,20,o,12,o,10,s,401,s,60"
1,"s,210,o,30,o,2,o,118,o,2,o,30,o,10,o,138,o,10,o,170,o,20,o,60,o,2,o,20,o,318,s,300"
1,"s,90,o,20,o,10,o,10,o,30,o,20,o,20,c,400,o,10,o,20,w,30,o,60,o,90,o,30,o,90,o,5,s,505"
4,"s,480,o,30,o,2,o,10,o,180,o,30,o,10,o,10,o,20,o,15,o,30,o,10,o,5,o,15,o,5,o,30,o,15,o,120,o,30,o,15,o,60,o,10,o,5,o,10,o,5,o,2,o,5,o,181,o,15,o,10,o,15,o,10,o,15,o,30,o,3,s,2"
1,"s,360,o,30,o,15,c,65,o,5,o,10,o,7,w,48,o,2,c,60,o,2,c,60,o,15,w,41,o,180,o,15,o,60,o,15,w,120,o,40,w,125,s,165"
1,"s,240,o,120,o,30,o,120,o,30,s,120,w,150,o,5,w,55,o,30,o,10,o,80,o,10,o,10,o,30,o,90,o,30,o,30,s,250"
1,"s,210,o,60,o,5,o,10,o,20,o,505,o,15,o,15,o,5,o,45,o,90,o,15,o,10,o,30,o,25,o,60,o,90,o,30,s,200"
1,"s,240,o,20,o,5,o,10,c,395,o,10,o,20,o,10,o,10,o,150,o,10,w,30,o,30,o,50,o,90,s,360"
1,"s,330,o,20,o,1,o,180,o,1,o,60,o,30,o,60,o,20,s,120,o,10,o,60,o,68,o,120,o,30,s,330"
1,"s,360,o,40,o,20,o,20,o,60,o,90,o,180,o,3,o,20,o,17,o,10,o,254,s,366"
1,"s,90,o,60,o,60,o,20,o,90,o,120,o,20,o,90,o,140,o,120,o,90,o,15,o,15,o,30,s,480"
1,"s,210,o,30,o,30,o,150,o,15,o,195,o,20,o,60,o,100,o,20,o,15,o,120,o,30,o,60,o,55,o,60,s,270"
1,"o,30,s,330,o,45,o,15,o,900,o,15,o,5,o,5,o,10,o,5,o,15,o,65"
1,"s,240,o,20,o,30,o,15,o,90,o,20,o,30,o,25,o,60,o,5,w,120,s,65,o,20,o,100,o,30,o,20,o,20,o,60,o,10,o,30,s,430"
4,"s,240,o,20,w,160,o,30,w,60,o,20,o,60,w,120,o,10,o,120,o,30,o,60,w,120,o,20,s,370"
4,"s,360,o,30,o,120,o,10,o,20,o,90,o,10,o,200,o,30,o,60,o,60,o,30,s,420"
1,"s,240,o,10,o,10,o,10,w,240,o,120,o,30,o,465,s,315"
1,"s,180,o,15,o,5,c,295,o,2,o,10,o,2,o,16,c,105,o,5,s,90,w,90,o,30,o,45,o,120,o,90,s,340"
1,"s,420,o,90,o,20,o,60,o,40,o,150,o,10,o,170,o,120,o,120,s,240"
1,"s,120,o,30,o,15,o,5,o,10,o,15,o,15,o,5,o,40,o,120,o,45,o,45,o,15,w,60,o,45,c,75,c,20,o,45,o,55,o,20,o,10,o,10,o,2,o,10,o,10,o,5,o,45,o,5,o,1,o,10,o,37,o,10,o,15,o,8,o,15,o,10,o,20,o,20,o,20,o,10,o,22,o,5,o,40,s,300"
1,"s,180,o,30,o,15,o,165,o,10,o,60,o,5,o,30,o,15,o,120,o,1,o,10,o,60,o,30,o,109,o,30,o,15,o,375,s,180"
1,"s,120,o,10,o,35,o,15,o,15,o,15,c,307,o,5,o,26,o,5,c,97,o,90,o,40,o,15,o,30,w,135,o,90,o,30,s,360"
1,"s,165,o,10,o,10,o,5,o,25,o,15,c,249,o,15,o,26,c,155,o,20,o,55,o,5,o,55,o,30,o,5,o,55,o,3,o,117,o,5,o,10,w,105,o,2,o,43,s,255"
1,"s,570,o,60,o,30,o,60,o,60,o,120,o,5,o,85,o,5,w,30,o,120,s,295"
1,"s,450,o,10,w,240,o,10,o,55,o,10,o,185,w,150,o,45,o,75,s,210"
4,"s,360,o,120,o,300,o,45,o,10,o,30,o,90,o,60,o,185,s,240"
1,"s,480,o,15,o,10,w,150,o,90,w,60,o,10,w,60,o,180,o,25,o,90,s,270"
4,"s,300,o,20,o,120,o,60,o,30,o,240,o,60,o,40,o,330,o,20,s,220"
1,"s,120,o,30,o,30,o,60,o,20,o,10,o,20,o,10,o,20,o,10,o,25,o,10,o,35,o,10,o,15,o,10,o,20,o,30,o,60,s,60,o,60,o,10,o,20,o,10,o,20,o,45,o,40,o,45,o,45,o,60,o,30,o,10,o,10,o,25,s,405"
1,"s,360,o,30,o,60,o,10,o,140,o,1,o,60,o,14,o,135,o,15,o,105,o,30,o,90,o,10,o,60,o,30,o,120,s,170"
1,"s,120,o,60,o,10,o,50,c,240,o,20,c,160,o,10,o,110,o,5,w,60,o,60,o,175,o,15,s,345"
1,"s,300,o,10,o,5,o,10,o,10,c,120,o,20,o,60,o,10,o,10,o,10,o,5,o,10,o,120,o,10,o,60,o,100,o,5,o,85,s,480"
1,"s,150,o,20,o,5,o,5,o,40,c,260,o,5,o,15,o,5,c,245,o,20,o,5,w,30,o,10,o,30,o,20,o,60,o,60,o,15,o,110,o,30,o,10,s,290"
1,"s,420,o,450,o,45,o,165,s,360"
1,"s,120,o,45,o,5,o,40,o,20,o,10,o,10,o,10,o,15,o,205,o,35,o,120,o,33,o,7,o,45,o,6,o,5,o,4,o,5,o,100,o,5,o,60,o,20,o,20,o,60,o,15,w,10,o,3,o,30,s,377"
1,"s,180,o,15,o,40,o,1,o,3,o,20,o,1,o,5,o,1,o,30,o,184,o,20,o,10,o,60,o,10,o,15,o,125,o,20,o,280,o,25,o,22,o,1,o,5,s,367"
1,"s,120,o,15,o,10,o,5,o,10,o,35,o,30,c,270,o,30,c,90,o,45,o,5,o,30,o,25,o,30,o,30,o,30,o,45,o,10,o,185,o,5,o,1,o,5,o,15,s,364"
1,"s,15,o,30,o,40,o,215,o,10,o,140,o,30,o,150,o,10,o,80,o,40,o,60,o,2,o,30,o,60,o,25,o,30,o,5,s,468"
1,"s,120,o,60,o,30,o,10,o,5,c,105,o,30,c,120,o,60,c,165,o,30,o,75,o,15,o,30,o,135,w,60,s,390"
1,"s,150,o,30,o,20,o,5,o,1,o,10,o,45,c,269,o,15,w,15,c,110,c,170,o,15,o,30,o,15,o,70,o,5,o,45,s,420"
2,"s,150,o,20,o,10,o,50,o,15,o,10,o,15,o,15,o,10,o,245,o,35,o,235,o,30,o,60,o,15,o,40,o,10,o,1,o,24,o,20,o,45,o,30,o,85,o,30,s,240"
1,"s,270,o,60,o,15,o,285,o,20,o,180,o,15,o,60,o,20,o,35,o,30,o,240,o,20,o,15,s,175"
1,"s,420,o,15,o,45,o,20,o,2,o,10,o,120,o,10,o,45,o,228,o,45,o,15,o,20,o,60,o,160,o,10,o,2,o,20,o,10,s,183"
1,"s,360,o,15,o,105,o,20,o,30,o,70,o,5,o,60,o,45,o,45,o,45,o,30,o,60,o,90,o,190,o,20,s,250"
2,"s,330,o,90,o,20,o,25,w,120,o,90,w,180,o,30,o,60,o,135,w,30,s,330"
1,"s,450,o,30,o,90,o,20,o,120,o,100,o,20,o,180,o,100,o,20,o,10,o,30,s,270"
2,"s,480,o,10,o,10,o,180,o,45,o,180,o,60,s,475"
1,"s,180,o,30,o,60,o,5,o,70,o,5,o,10,o,240,o,60,o,240,o,5,o,90,s,445"
1,"s,300,o,1,o,5,o,2,o,20,o,5,o,20,o,30,o,20,o,60,o,15,o,15,o,137,o,50,o,25,o,10,o,1,o,289,o,15,o,75,o,1,o,25,o,30,o,10,o,10,o,89,o,15,s,165"
1,"s,180,o,20,o,3,o,3,c,244,o,30,c,150,o,5,o,60,o,30,o,10,o,10,o,15,o,60,o,200,s,420"
1,"s,240,o,15,o,30,o,30,o,60,o,60,o,25,o,180,o,30,o,170,o,20,o,100,o,15,o,30,o,15,o,75,s,345"
1,"s,240,o,10,o,10,o,5,o,25,o,5,o,30,o,45,o,60,o,60,o,60,s,120,o,30,o,60,o,120,o,150,o,10,o,20,o,40,s,340"
3,"s,150,o,30,o,15,o,10,o,5,c,245,o,5,o,30,o,5,c,165,o,15,o,10,o,5,o,30,w,45,c,30,o,15,o,30,o,10,o,30,c,60,o,30,o,15,o,15,o,30,o,30,s,380"
1,"s,330,o,105,o,10,o,125,o,15,o,25,o,7,o,28,o,135,o,25,o,10,o,15,o,70,o,10,o,15,o,20,o,20,s,475"
1,"s,150,o,10,o,25,o,55,c,210,o,25,c,195,o,45,o,15,o,10,o,90,o,60,o,10,o,20,o,90,o,130,s,300"
1,"s,120,o,90,o,2,o,5,o,5,c,228,o,42,c,168,c,40,o,5,w,45,o,10,o,30,o,20,o,20,o,5,o,1,o,5,o,10,o,1,o,5,w,60,o,30,o,15,o,30,o,60,s,388"
1,"s,300,o,10,o,30,o,80,o,50,w,10,o,15,o,165,o,20,o,120,o,35,o,5,o,90,o,20,o,40,o,30,o,90,s,330"
2,"s,180,o,20,o,20,o,15,o,20,w,15,c,210,o,5,w,115,o,30,s,90,o,25,o,10,o,5,c,320,o,25,o,20,s,315"
2,"s,420,o,45,o,15,o,40,o,3,o,15,o,122,c,120,o,120,w,120,s,420"
1,"s,300,o,20,o,15,o,15,o,60,o,5,o,30,o,30,o,60,o,120,o,2,o,20,o,15,o,60,o,30,o,150,o,20,o,60,o,120,o,30,o,180,s,98"
1,"s,180,o,10,o,20,c,30,c,60,o,5,c,50,o,5,c,50,o,5,c,60,o,45,o,5,c,35,o,5,c,50,o,5,c,60,o,20,o,5,o,10,o,60,o,120,o,2,o,120,o,2,o,31,s,390"
2,"s,90,o,30,o,60,o,20,o,10,c,210,o,30,c,180,o,20,o,2,o,5,o,240,o,10,o,90,s,443"
2,"s,180,o,1,o,5,s,294,w,60,o,120,o,3,o,87,o,5,c,180,o,5,o,20,o,120,s,360"
1,"s,300,o,60,o,5,o,1,o,1,o,5,o,2,o,1,o,8,o,1,o,20,o,2,o,8,o,5,o,2,o,30,o,179,o,30,o,120,o,10,o,5,o,25,o,140,o,5,o,240,o,235"
1,"s,360,o,10,o,90,o,120,o,200,o,180,w,90,s,390"
1,"s,180,o,15,o,10,o,15,o,15,o,10,c,220,o,15,o,10,w,5,c,165,o,120,o,15,o,10,o,15,w,90,o,110,o,60,o,45,s,315"
1,"s,180,o,1,o,7,o,5,o,10,o,60,w,142,o,5,o,70,o,15,o,10,o,30,c,30,o,10,o,10,o,15,o,15,o,15,o,120,o,25,o,10,w,60,o,10,o,30,o,20,o,10,o,60,o,10,o,90,w,20,o,45,o,10,o,10,s,280"
4,"o,480,o,2,o,1,o,10,o,10,o,2,o,215,o,30,s,480,o,30,o,180"
4,"s,240,o,30,o,30,o,30,c,90,o,30,o,5,o,15,o,30,o,30,o,30,w,100,o,120,o,120,o,30,o,150,o,30,s,330"
1,"s,240,o,360,w,180,o,60,o,90,o,20,o,30,o,30,w,60,s,370"
2,"s,240,o,60,w,120,o,120,o,100,o,20,w,180,o,120,o,20,o,100,s,360"
1,"s,180,o,45,o,5,c,130,o,15,c,105,o,5,o,10,o,30,o,30,o,15,o,10,o,15,o,485,o,10,o,25,o,10,o,25,o,150,s,140"
1,"s,420,o,60,o,3,w,90,o,15,o,87,o,15,o,30,w,180,o,45,w,120,o,45,s,330"
4,"s,180,o,60,o,15,c,285,o,15,o,35,o,10,o,105,o,15,o,60,o,60,o,210,o,10,o,80,o,30,s,270"
1,"s,150,o,30,o,90,o,180,o,30,o,150,o,120,o,60,o,60,o,150,o,45,s,375"
1,"s,60,o,30,o,15,o,5,o,280,o,5,o,15,o,30,o,10,o,8,o,10,o,2,o,120,o,5,s,35,o,120,o,8,o,30,o,8,o,30,o,90,o,15,o,164,o,15,o,15,o,15,o,20,o,15,s,265"
2,"s,180,o,10,s,290,o,5,s,90,o,40,o,225,w,30,o,210,s,360"
1,"s,240,o,30,o,25,o,15,o,60,o,30,o,60,o,1,o,60,o,15,o,60,o,10,o,5,o,8,o,150,o,30,o,30,w,60,o,131,o,30,s,390"
1,"s,360,o,60,o,30,o,20,o,120,o,20,o,60,o,120,o,60,o,60,o,60,o,60,o,20,o,120,s,270"
1,"s,510,o,120,o,25,o,20,o,25,w,65,o,8,o,180,w,67,o,5,o,5,o,10,o,60,o,160,o,60,s,120"
1,"s,360,w,240,o,240,o,30,o,30,o,120,o,30,w,150,s,240"
1,"s,240,o,60,o,20,o,100,o,60,o,1,o,179,o,30,o,150,o,60,o,1,o,209,o,90,s,240"
1,"s,90,o,20,o,15,o,420,o,10,o,30,o,20,o,60,o,14,o,30,o,20,o,90,o,120,o,2,o,40,o,20,o,60,o,30,s,349"
2,"s,180,o,10,o,5,o,30,c,300,o,40,c,125,o,5,o,30,o,20,s,695"
2,"s,120,o,180,o,30,o,10,o,20,o,210,o,35,o,25,o,150,o,25,o,155,o,7,o,20,o,10,o,143,s,300"
3,"s,420,o,1,o,539,o,20,o,220,s,240"
1,"s,210,o,15,o,15,o,12,o,18,c,230,o,10,o,44,c,106,o,15,o,10,o,45,o,35,o,60,o,40,w,25,o,8,o,60,o,60,o,62,s,360"
4,"s,225,o,15,o,30,o,15,w,180,o,4,o,10,c,5,c,45,w,120,o,4,o,45,s,30,o,60,o,20,o,90,o,40,o,152,w,20,s,330"
1,"s,360,o,30,o,90,o,10,o,20,o,210,o,7,o,45,o,20,o,30,o,48,w,90,o,120,o,20,s,340"
4,"s,120,w,90,o,60,o,2,w,208,o,30,w,270,o,5,o,2,o,60,o,10,o,30,o,120,o,10,o,30,o,63,o,30,w,120,s,180"
1,"s,210,o,10,o,20,o,15,o,30,o,30,o,150,o,30,o,30,o,15,o,10,o,15,o,20,s,45,o,40,o,10,o,205,o,15,o,15,o,5,o,30,o,15,w,30,o,25,o,120,o,15,s,30,s,255"
2,"s,180,o,30,o,15,o,60,o,15,o,15,o,525,o,30,o,15,o,105,s,450"
4,"s,265,o,20,o,5,c,60,o,10,o,45,o,10,c,180,o,5,o,10,o,10,o,15,o,10,o,5,o,45,s,145,o,5,o,30,o,5,w,290,o,60,s,210"
2,"s,240,o,20,o,40,c,300,o,40,o,20,o,15,o,165,o,15,o,35,o,120,o,20,w,80,s,330"
2,"s,300,o,30,o,120,o,90,o,20,o,120,o,8,o,20,o,15,o,10,o,15,o,360,o,4,o,40,o,20,s,268"
1,"s,300,o,30,o,10,o,10,o,10,o,5,o,30,o,30,o,90,o,30,o,15,o,10,o,40,o,25,o,60,o,20,o,30,o,25,w,120,o,60,w,90,o,60,o,30,o,30,s,280"
2,"s,420,w,15,s,285,o,30,o,30,o,1,o,60,o,1,o,238,o,2,s,358"
1,"s,180,o,2,o,10,o,15,w,20,o,30,o,45,o,30,o,10,o,15,o,10,o,60,w,60,o,30,s,180,w,30,o,60,o,143,o,90,o,40,o,60,o,45,o,35,s,60,s,180"
1,"s,390,o,30,o,60,o,390,w,120,o,30,o,15,o,180,o,135,s,90"
4,"o,60,o,15,o,135,o,25,o,20,c,405,o,60,w,60,o,15,o,20,o,115,o,30,o,20,w,40,o,20,o,2,s,398"
4,"s,300,o,30,o,10,o,10,o,205,o,75,o,150,o,10,o,15,s,30,o,125,o,60,o,60,w,60,o,20,o,40,s,240"
4,"s,270,o,40,o,15,w,515,o,15,o,30,o,60,o,60,o,120,o,40,s,275"
4,"s,240,o,30,o,45,o,5,o,5,o,60,w,120,o,30,o,60,o,20,o,10,o,10,o,10,o,5,o,20,o,10,o,1,o,2,w,67,o,20,w,70,c,90,o,10,c,65,o,10,o,10,o,10,o,45,o,30,o,45,s,285"
1,"s,210,o,15,o,7,c,98,o,15,c,190,o,45,c,95,o,4,o,116,o,5,o,2,o,10,o,25,o,10,o,60,o,5,o,75,o,5,o,25,w,45,o,10,o,15,s,353"
1,"s,180,o,60,o,40,o,40,o,40,o,240,o,60,o,240,o,60,o,40,o,20,o,120,s,300"
2,"s,180,o,10,o,7,o,163,o,15,o,135,o,20,o,70,o,7,o,15,o,20,o,30,o,120,o,25,o,10,o,10,o,10,o,90,o,45,o,20,o,120,o,90,s,228"
2,"s,180,o,30,o,10,c,75,o,3,o,10,o,45,o,7,c,60,o,120,o,30,o,390,o,2,o,90,o,25,s,363"
1,"s,240,o,180,o,20,o,120,o,10,w,180,o,30,o,120,o,20,o,90,o,70,o,20,o,40,s,300"
1,"s,120,o,30,o,10,o,10,o,30,c,410,o,20,o,15,o,20,o,10,o,225,o,60,o,10,o,5,o,15,o,90,s,360"
1,"s,330,o,45,o,60,w,165,o,30,o,60,o,30,o,7,o,30,o,10,o,20,o,7,o,20,w,26,o,20,o,20,o,60,o,15,o,15,o,20,w,45,o,25,o,30,o,15,o,10,s,325"
1,"s,330,o,25,o,20,o,115,o,20,o,40,o,10,s,180,o,60,s,120,o,30,o,20,o,120,s,350"
1,"s,105,o,30,o,20,o,50,c,195,o,44,c,181,o,155,o,30,o,30,o,60,o,120,o,90,s,330"
1,"s,420,o,5,o,10,o,60,o,420,o,30,o,195,o,20,s,280"
2,"s,240,o,30,c,225,o,20,s,60,o,15,o,240,o,15,s,120,o,175,s,300"
2,"s,240,o,10,o,3,o,120,s,240,o,20,o,60,o,20,o,300,s,427"
4,"s,300,o,20,o,20,o,20,o,30,o,30,o,15,o,30,o,25,o,5,o,105,o,30,c,30,c,150,o,30,o,60,o,30,w,120,o,20,s,370"
1,"s,210,o,10,o,20,o,10,o,30,o,45,o,215,o,10,o,110,o,45,o,20,s,60,o,10,o,135,o,30,o,10,o,110,o,90,s,270"
1,"s,120,o,60,o,30,o,270,o,5,o,20,o,5,o,210,o,30,o,60,o,30,o,120,o,120,s,360"
1,"s,120,o,10,o,70,o,2,c,353,o,1,o,404,s,480"
1,"s,120,o,20,o,55,o,15,c,95,o,25,c,90,o,30,c,200,o,50,s,260,o,120,s,360"
