race,activities
1,"s,120,o,30,o,30,o,10,c,380,o,10,o,30,o,455,s,375"
1,"s,140,o,10,s,7,o,15,o,10,o,120,o,120,o,30,o,30,o,120,s,120,o,10,w,120,o,15,o,90,s,483"
1,"s,210,o,30,o,10,o,10,o,25,c,240,o,30,c,55,o,10,o,40,o,7,o,10,o,5,o,23,o,90,o,10,o,20,o,10,o,35,o,5,o,25,o,15,o,180,o,15,o,60,o,10,o,5,o,7,o,128,s,120"
1,"s,270,o,180,o,90,o,60,o,30,o,30,o,15,o,30,o,75,o,60,o,15,o,30,o,240,o,30,o,10,o,30,s,245"
1,"s,240,o,30,o,60,o,45,o,60,o,75,o,15,s,90,w,45,o,15,o,15,o,90,o,25,o,50,o,45,o,5,o,10,o,5,o,25,o,30,o,20,o,10,w,60,o,45,w,120,o,45,s,165"
1,"s,120,o,3,o,20,o,15,o,30,o,10,o,5,c,457,o,10,o,60,o,45,s,105,o,10,o,120,o,30,o,10,o,40,o,90,s,260"
1,"s,360,o,20,o,40,o,120,o,15,o,15,o,150,o,30,o,135,o,15,o,30,w,90,o,60,o,40,o,20,s,300"
1,"s,300,o,90,o,15,o,105,o,10,o,45,o,10,o,5,o,7,o,10,o,30,o,20,o,3,o,20,o,3,o,60,o,2,o,20,o,100,o,45,w,60,o,60,o,30,o,30,s,360"
1,"s,60,o,90,o,5,o,15,o,10,o,20,c,240,o,25,c,200,o,5,o,150,o,15,o,45,s,240,o,10,s,310"
1,"s,180,o,15,o,60,o,525,o,15,o,5,o,15,o,10,o,195,o,60,s,360"
1,"s,270,o,15,o,10,o,10,o,3,o,10,o,252,o,30,o,30,o,30,w,60,o,30,o,30,o,25,o,20,o,15,w,120,o,5,w,15,o,10,o,10,w,20,w,60,s,360"
2,"w,120,s,360,o,5,o,120,o,5,o,120,o,10,o,120,o,45,o,120,o,45,o,60,o,10,o,180,o,10,w,110"
1,"s,105,o,15,o,30,w,60,c,80,o,15,c,80,o,15,c,80,o,15,c,45,o,20,o,5,o,10,o,10,o,45,o,20,o,10,s,120,o,5,o,60,o,5,o,15,o,20,o,135,o,20,o,20,o,80,o,30,o,20,o,10,s,240"
1,"s,360,o,60,o,30,o,30,o,5,o,25,o,30,o,120,o,30,o,20,o,30,o,60,o,5,o,275,o,2,s,358"
1,"s,120,o,30,o,30,o,15,c,285,o,20,c,140,o,170,o,15,w,75,o,10,w,200,o,25,o,5,s,300"
1,"s,240,o,10,w,120,o,110,o,15,o,30,o,255,o,25,o,185,w,45,s,405"
1,"s,180,o,10,w,160,o,25,o,15,o,30,c,170,o,5,c,80,o,5,o,20,w,20,o,30,w,90,o,90,o,15,o,195,s,300"
2,"s,150,o,25,o,5,o,15,c,90,o,15,w,120,o,10,o,90,o,10,o,20,o,90,o,180,o,5,o,120,o,30,o,30,o,15,o,240,o,90,s,90"
4,"s,330,w,140,o,15,o,85,o,15,o,135,o,20,w,100,w,150,w,45,o,45,s,40,s,320"
1,"s,180,o,360,o,15,o,20,w,60,o,85,w,120,o,60,o,60,o,60,o,30,s,390"
1,"s,150,o,10,o,15,o,5,o,10,o,40,o,10,c,180,o,30,c,260,o,10,o,5,o,15,o,30,o,30,o,15,w,55,o,30,o,15,o,45,o,10,o,5,o,10,o,25,o,10,o,120,s,300"
2,"s,180,o,5,o,10,o,10,o,245,o,60,o,330,o,10,o,5,o,10,o,10,o,90,o,10,o,30,o,30,o,20,o,60,o,45,o,30,o,10,o,20,o,60,o,30,o,10,s,120"
2,"s,180,o,60,o,30,o,180,o,20,w,120,o,60,o,180,o,25,o,45,o,95,o,40,o,20,o,20,s,365"
1,"s,300,o,30,o,30,c,120,o,5,o,50,o,5,c,150,o,5,o,325,s,420"
1,"s,360,w,150,o,60,w,150,o,45,o,105,o,45,o,20,o,90,o,60,o,70,s,285"
1,"s,210,o,30,o,20,w,60,c,120,o,20,o,10,o,20,o,60,o,10,o,45,o,85,o,60,o,10,o,20,o,15,o,60,o,2,o,2,o,60,o,15,o,5,o,5,o,10,o,5,o,1,o,5,o,3,o,30,o,1,w,60,o,90,s,291"
1,"s,60,o,80,o,20,o,440,o,30,o,300,o,20,o,15,o,20,o,25,o,100,s,300,o,30"
2,"s,150,o,15,o,10,o,15,o,20,o,240,o,30,o,180,o,20,o,10,w,90,o,60,o,30,o,120,o,60,o,120,s,270"
1,"s,180,o,15,o,3,c,432,o,3,s,147,o,5,o,15,o,10,o,60,o,15,o,8,o,5,w,60,o,120,o,15,s,347"
2,"s,120,o,20,o,30,o,25,o,7,o,2,o,7,o,19,o,25,o,17,o,20,o,20,c,138,o,20,o,5,o,10,o,30,o,150,o,20,o,5,o,30,o,7,o,50,o,30,w,273,o,20,o,5,o,5,o,12,o,30,o,12,o,10,o,10,s,256"
1,"s,300,o,60,o,180,o,5,o,20,o,15,o,45,o,15,o,90,o,20,o,20,o,5,o,90,o,30,o,215,o,30,s,30,s,270"
1,"s,180,o,4,o,26,o,2,o,2,o,20,o,16,o,2,o,2,o,10,o,66,o,5,o,5,o,20,o,10,o,60,o,30,o,60,o,10,o,10,o,105,o,2,o,2,o,2,o,60,o,69,o,75,o,30,o,30,o,15,o,60,o,150,s,300"
1,"s,540,o,60,o,15,o,90,o,30,o,10,o,120,o,10,o,1,o,1,o,120,o,1,o,60,o,232,s,150"
1,"s,390,o,10,o,240,o,10,o,20,o,160,o,10,o,30,o,85,o,5,o,120,o,5,o,15,o,40,s,300"
1,"s,300,o,30,o,30,o,60,o,30,o,390,o,30,o,240,o,30,o,60,o,240"
1,"s,180,o,10,w,120,o,60,o,170,o,15,o,165,o,1,o,45,o,134,o,45,o,30,o,10,o,95,s,360"
1,"s,180,o,30,o,15,o,15,o,210,o,30,o,180,o,30,o,90,w,60,o,60,o,120,w,120,o,15,s,285"
1,"s,270,o,30,o,60,o,30,o,60,o,10,o,380,o,60,o,60,w,120,o,30,s,330"
1,"s,135,o,20,o,5,o,5,o,5,o,30,c,410,o,20,w,30,o,120,o,5,o,45,o,15,o,235,o,15,o,5,s,340"
1,"s,450,o,60,o,60,o,12,o,2,w,106,o,12,s,240,o,18,o,75,o,30,o,35,o,125,o,35,s,180"
1,"s,210,o,60,o,10,o,30,o,20,o,30,o,5,o,120,o,5,o,20,o,5,o,30,o,15,o,5,w,120,o,15,o,1,o,79,o,40,o,20,o,150,o,40,o,10,o,20,s,380"
1,"s,150,o,5,c,325,o,60,c,240,o,60,o,5,o,30,o,235,o,30,s,300"
1,"s,480,o,30,o,30,o,5,o,115,o,5,o,120,o,235,o,60,s,360"
1,"s,150,o,30,o,2,o,15,o,13,c,285,o,30,c,90,o,5,o,10,o,30,o,120,o,20,o,20,o,20,o,30,o,20,o,60,w,40,o,30,o,15,o,15,o,30,o,15,w,15,o,45,s,285"
4,"s,300,o,180,o,120,s,60,w,120,o,120,o,240,s,300"
2,"s,240,o,10,w,60,o,5,c,60,o,60,o,20,o,85,s,180,w,240,s,480"
1,"s,150,o,30,o,5,o,60,o,30,o,10,o,35,o,20,o,5,o,2,o,10,o,3,o,120,o,35,o,150,o,15,o,100,o,10,o,130,o,20,o,10,o,5,s,485"
1,"s,420,o,60,o,120,o,120,o,90,o,30,o,150,o,30,o,60,o,120,s,240"
1,"s,300,o,15,w,135,o,90,o,90,o,15,o,15,o,15,o,30,o,30,w,180,o,60,o,20,o,45,w,40,o,15,o,30,s,315"
4,"w,150,o,5,o,30,o,10,c,105,o,5,c,120,o,30,c,205,o,5,c,115,o,10,o,90,o,5,o,70,o,15,o,90,o,5,w,75,s,15,w,150,o,15,s,120"
1,"s,135,o,15,o,45,o,15,c,275,o,30,c,145,o,30,o,60,w,50,o,10,o,20,o,20,o,5,o,20,o,55,o,30,o,30,s,450"
1,"s,90,o,45,o,5,o,25,o,10,o,20,o,15,c,270,o,25,c,110,o,10,o,50,o,10,o,30,o,20,w,75,o,30,o,30,o,15,o,1,o,15,o,119,o,15,o,90,s,315"
1,"s,480,o,30,o,60,o,5,o,60,o,5,o,80,o,30,o,25,o,30,o,365,o,20,o,90,s,160"
1,"s,300,o,20,o,580,o,60,o,35,o,85,s,360"
1,"s,180,o,30,o,40,c,60,c,60,c,60,o,40,o,10,o,150,o,30,o,30,o,20,o,10,o,40,o,5,o,30,o,5,o,1,o,8,o,2,o,15,o,60,o,10,o,15,o,15,o,60,o,20,o,5,o,15,o,10,o,60,s,344"
1,"s,120,o,45,o,20,o,5,o,170,o,90,o,120,o,150,o,90,o,120,o,15,o,45,s,450"
4,"s,240,o,5,o,10,o,5,o,280,o,25,o,40,o,265,o,15,o,3,o,10,o,5,o,10,o,10,o,97,o,5,o,20,o,30,s,365"
2,"s,120,o,60,o,30,c,270,o,30,c,150,o,45,o,1,o,30,o,10,o,10,w,24,o,30,w,210,o,60,w,60,s,300"
1,"s,120,o,30,o,2,o,28,o,35,c,295,o,30,c,140,o,130,o,30,o,2,o,178,o,20,o,20,s,380"
1,"s,360,o,30,w,120,o,40,o,60,w,200,o,2,o,50,o,2,o,60,o,90,o,120,o,66,s,240"
1,"s,330,o,20,o,15,o,30,o,15,o,40,o,15,o,90,o,15,o,20,o,30,o,15,o,120,o,5,o,30,o,15,o,10,o,10,o,30,o,45,o,45,o,25,o,185,o,20,s,265"
1,"s,270,o,45,o,5,o,90,o,5,o,45,w,90,o,5,o,90,o,5,o,20,o,60,w,30,o,90,o,10,o,15,o,5,o,20,o,1,o,299,s,240"
1,"s,120,o,30,o,15,o,20,o,20,w,35,o,300,o,20,o,30,w,160,o,30,w,80,o,20,o,10,c,175,o,10,o,20,o,5,w,15,o,20,s,305"
1,"s,120,o,50,o,5,o,10,o,55,o,180,o,20,o,90,o,20,o,180,s,290,o,120,o,180,o,120"
1,"s,390,o,2,o,15,o,48,c,190,o,45,w,120,o,60,w,60,o,30,o,210,o,90,s,180"
1,"s,330,o,10,o,20,w,90,o,60,o,30,o,120,o,120,w,30,o,15,o,15,o,90,o,90,o,20,w,40,o,105,o,75,s,180"
1,"s,330,o,20,o,130,o,30,o,30,o,60,o,60,o,180,o,15,o,105,o,30,o,60,o,30,o,30,s,330"
1,"s,210,o,10,o,35,o,20,c,190,o,15,o,80,o,15,w,205,o,20,w,250,o,150,o,30,s,210"
4,"s,180,o,10,o,15,o,10,o,10,c,270,o,30,c,125,o,15,o,25,w,120,o,1,o,30,o,1,o,5,w,30,o,15,o,20,s,528"
1,"s,420,o,5,o,45,o,15,o,5,o,3,o,10,o,5,o,30,o,60,o,32,o,10,o,48,o,60,o,40,o,60,o,120,o,30,o,22,w,120,o,20,o,15,o,30,s,235"
1,"s,180,o,60,o,15,o,1,o,5,o,10,o,5,o,114,o,20,o,250,o,5,o,5,o,5,o,1,o,10,s,94,o,40,o,20,o,60,o,20,o,120,o,10,o,20,o,40,s,330"
1,"s,240,o,15,o,15,o,10,c,200,o,60,c,110,o,10,o,30,o,30,o,15,w,195,o,30,o,30,w,90,o,225,s,135"
1,"s,450,o,60,o,10,o,440,o,60,o,30,s,390"
2,"s,340,o,45,o,29,o,13,o,68,o,15,o,7,o,40,o,5,o,15,o,15,o,5,o,45,o,8,o,6,o,1,o,5,o,2,o,5,o,1,o,16,o,90,o,15,o,3,o,3,o,60,o,10,o,93,o,2,o,75,o,10,o,2,o,10,o,1,o,5,o,5,o,10,o,10,o,4,o,10,o,4,o,60,s,272"
1,"s,120,o,60,o,30,w,60,o,15,o,225,o,15,o,60,o,15,w,60,o,90,o,20,o,90,o,30,w,130,o,60,o,45,s,315"
2,"s,180,o,120,o,15,o,135,o,60,o,10,o,5,o,5,w,250,o,5,o,10,o,10,o,30,o,10,o,60,o,5,o,60,o,5,o,1,o,15,w,60,o,30,s,359"
1,"s,135,o,15,o,20,o,15,c,272,o,53,c,111,o,9,o,180,o,15,w,45,o,30,o,40,w,60,o,20,o,90,s,330"
1,"s,150,o,20,o,10,o,30,o,30,o,30,o,5,o,90,o,310,o,5,o,20,o,5,o,5,o,3,o,5,o,20,o,5,o,10,w,20,o,2,o,2,o,3,o,10,o,15,o,5,o,10,o,5,o,15,o,15,c,120,o,15,c,90,o,15,o,25,o,2,o,30,o,20,o,30,o,5,o,25,o,5,o,5,s,198"
2,"s,300,o,15,o,30,o,15,o,60,o,90,o,10,o,30,o,10,w,45,s,70,o,10,o,35,o,5,o,10,o,30,o,20,o,20,o,30,o,40,o,1,o,15,o,15,o,15,o,4,o,30,o,30,o,1,o,5,o,10,o,20,o,60,o,120,o,10,o,109,o,30,s,90"
1,"s,330,o,30,o,180,o,30,w,150,o,10,o,5,o,5,o,10,o,10,o,200,o,30,w,210,s,240"
1,"s,180,o,4,w,36,c,240,o,50,c,180,o,4,o,3,o,20,o,15,o,158,o,15,o,5,s,35,o,25,w,125,o,25,o,5,o,5,o,1,s,309"
1,"s,120,o,525,o,15,o,120,o,10,o,170,o,30,o,60,o,10,o,20,o,15,o,5,o,10,o,30,s,300"
1,"s,660,o,60,o,15,o,15,o,1,o,5,o,75,o,10,o,1,o,15,o,15,o,5,o,1,o,15,o,5,o,45,o,5,o,42,o,15,o,60,o,1,o,15,o,1,o,5,o,15,o,10,o,120,w,120,o,30,s,58"
1,"s,120,o,30,o,15,o,20,o,20,o,20,o,15,o,20,o,10,o,20,c,130,o,30,o,30,o,60,o,90,o,20,o,30,o,10,o,30,o,10,o,40,o,40,o,30,o,30,o,30,o,15,o,20,o,25,w,60,o,60,s,360"
1,"s,180,o,15,o,5,o,5,o,5,o,10,o,5,o,10,o,10,o,180,o,10,o,120,o,5,o,60,o,1,o,120,o,10,o,60,o,10,o,15,o,5,o,60,o,45,o,30,o,15,o,30,o,59,s,360"
1,"s,300,o,15,o,435,o,20,o,180,o,20,o,30,o,410,s,30"
1,"s,360,o,30,o,20,o,130,o,20,o,10,o,270,o,30,o,90,o,10,o,50,o,10,o,10,o,20,s,380"
4,"s,180,o,15,o,15,w,510,o,60,o,2,o,90,o,2,o,30,o,146,o,60,s,330"
1,"s,240,o,30,o,10,o,20,o,5,o,5,o,110,o,20,o,280,o,120,s,600"
1,"s,120,o,15,o,1,o,3,w,10,o,31,o,45,c,45,o,90,c,180,o,40,o,20,o,20,o,55,o,15,o,20,o,2,o,5,o,10,o,83,o,10,o,30,o,2,o,28,o,5,w,15,o,150,o,5,o,10,s,375"
1,"w,120,o,20,o,5,o,10,o,2,o,30,c,330,w,40,c,150,o,30,o,10,o,120,w,153,o,2,s,418"
1,"s,120,o,60,o,15,o,10,o,1,o,5,c,263,o,15,o,10,c,143,o,4,o,29,o,20,o,10,o,20,o,55,o,5,o,10,o,5,o,10,o,7,o,90,o,53,o,30,o,150,o,105,s,195"
1,"s,180,o,120,o,1,o,30,o,5,c,109,o,15,c,215,o,35,o,280,o,5,o,10,o,135,s,300"
1,"s,120,o,15,o,5,o,25,o,35,c,10,c,215,o,25,c,120,c,30,o,30,o,90,o,60,o,120,o,20,o,60,o,40,o,20,s,400"
1,"o,60,o,60,o,45,c,105,o,40,o,170,o,60,c,120,o,45,o,135,o,45,c,165,o,45,o,30,s,315"
2,"s,30,o,45,o,5,o,580,o,5,o,10,o,3,o,5,o,4,o,33,o,5,o,265,o,5,o,175,s,270"
1,"s,120,o,10,o,70,o,55,c,225,o,30,c,165,o,25,o,45,w,30,o,10,o,175,o,240,s,240"
1,"s,120,o,60,o,60,o,30,c,360,o,30,o,5,w,85,o,60,o,60,o,210,s,360"
1,"s,360,o,10,o,5,o,30,o,120,o,75,o,10,o,30,o,10,o,10,o,60,o,120,o,20,o,160,s,420"
1,"s,540,o,30,o,5,o,45,o,2,o,90,o,5,o,180,w,180,o,30,o,30,s,303"
1,"s,240,o,60,o,20,o,20,o,140,o,15,o,285,o,5,o,170,o,5,o,20,o,60,o,60,o,30,s,310"
4,"s,300,o,40,o,20,o,180,o,15,o,180,o,30,o,120,o,60,o,180,s,315"
1,"s,180,o,25,o,5,o,5,o,325,o,5,o,20,o,5,o,180,o,30,o,90,o,15,o,15,o,15,o,5,o,220,o,2,o,60,o,2,s,236"
1,"s,120,w,30,o,30,o,30,o,15,o,15,c,164,o,48,c,212,o,26,w,240,o,10,o,5,w,45,o,15,o,45,w,120,o,30,o,10,o,10,s,220"
1,"s,180,o,15,w,10,o,1,o,29,o,5,c,120,o,5,s,355,o,25,o,5,c,10,c,50,o,5,o,5,o,15,o,10,o,5,o,10,o,5,w,335,o,5,o,55,o,2,o,30,s,148"
2,"s,180,o,30,o,30,o,120,o,15,o,165,o,20,o,5,o,20,o,40,o,1,o,94,o,15,o,45,o,30,o,30,o,180,w,180,s,240"
1,"s,195,o,15,o,3,o,20,c,367,o,15,o,30,o,20,o,115,o,10,o,20,w,90,o,240,o,10,o,110,o,5,s,175"
1,"s,240,o,10,o,6,o,25,o,2,o,5,o,5,o,5,o,5,o,8,o,459,o,5,o,185,o,15,o,25,o,350,o,30,s,60"
1,"s,180,o,60,o,90,o,5,o,90,o,90,o,60,o,265,o,90,o,5,o,90,o,90,s,325"
1,"s,235,o,60,o,125,o,120,w,120,o,25,o,60,o,60,o,60,o,45,o,15,o,30,o,30,o,35,o,20,o,15,s,385"
1,"s,330,o,120,o,120,o,180,o,30,o,10,o,90,o,15,o,120,o,15,o,10,o,60,o,10,s,330"
1,"o,480,o,15,s,105,o,180,w,60,o,20,w,160,o,30,o,15,o,375"
1,"s,240,o,15,o,120,o,45,o,15,o,60,o,20,o,60,o,10,o,30,o,15,o,30,o,30,o,20,o,180,o,20,o,20,o,30,s,480"
1,"s,180,o,30,w,60,o,5,o,20,o,5,c,60,o,2,c,58,o,5,w,40,o,15,c,60,o,2,o,30,o,2,w,26,c,60,o,5,w,90,o,20,o,5,o,5,o,100,o,5,o,160,o,2,w,30,s,358"
1,"s,240,o,15,o,10,o,15,o,5,o,10,o,75,o,10,o,100,o,20,o,70,o,10,o,140,o,10,o,35,o,60,o,10,o,45,o,30,o,30,w,15,w,15,o,60,o,25,o,45,s,340"
1,"s,240,o,30,o,15,o,15,o,60,o,120,o,15,o,30,o,120,o,45,o,30,o,150,o,30,o,75,o,60,o,125,o,5,s,275"
1,"s,210,o,20,o,20,o,200,o,45,c,180,w,45,o,5,o,90,o,10,o,20,o,45,o,60,o,25,s,465"
2,"s,90,o,60,o,20,o,180,o,30,o,150,o,30,o,175,o,20,o,20,o,20,w,90,o,40,o,30,o,65,o,20,o,100,s,300"
1,"s,165,o,45,o,2,o,3,o,30,o,5,o,260,o,15,o,195,o,30,o,8,o,2,o,45,o,2,o,5,o,30,o,15,o,2,o,10,o,30,o,5,o,30,o,2,o,24,o,120,o,2,o,2,o,2,o,60,s,294"
1,"s,300,o,20,o,3,o,157,o,3,o,117,o,20,o,240,o,25,o,90,o,25,o,30,s,410"
1,"s,240,o,60,o,30,o,120,o,30,o,60,o,90,o,2,o,448,o,2,o,20,o,15,o,15,o,68,s,240"
1,"s,600,o,30,o,285,o,20,o,25,o,480"
1,"s,110,o,60,o,40,c,110,c,160,o,60,c,210,o,60,w,210,o,120,s,300"
2,"s,120,o,60,o,6,o,39,c,220,o,25,c,195,o,175,o,30,o,30,w,60,o,15,o,30,o,75,s,360"
1,"s,105,o,30,o,15,o,80,o,130,o,15,o,105,o,10,o,10,o,10,o,15,o,15,o,120,o,15,o,105,o,90,o,45,o,10,o,15,o,15,o,30,o,2,o,10,o,10,o,10,o,60,s,363"
1,"s,420,o,11,o,30,o,25,o,114,o,5,w,15,o,60,s,190,o,25,o,10,o,90,s,445"
1,"s,300,o,45,o,60,o,120,o,60,o,60,s,135,w,120,o,60,o,120,o,120,s,240"
1,"s,180,o,10,o,25,o,5,c,245,o,5,o,60,o,5,c,185,o,5,o,60,o,60,o,30,o,60,o,145,s,360"
1,"s,540,o,15,o,15,o,10,o,20,c,110,o,10,w,390,o,210,o,120"
1,"s,360,o,180,o,420,o,30,o,90,s,360"
1,"s,240,o,30,o,10,o,20,o,180,o,45,o,10,o,10,o,45,o,40,o,120,o,2,o,15,w,90,o,133,o,15,o,1,o,15,o,59,o,5,o,30,o,5,w,110,o,90,s,120"
1,"s,180,o,20,o,10,o,10,o,20,c,160,o,60,c,160,o,25,o,45,w,60,o,20,o,30,o,25,o,15,c,210,o,10,o,10,o,25,o,20,s,325"
1,"s,120,o,5,o,25,o,30,o,60,o,5,o,8,o,47,o,2,o,6,o,2,o,6,o,2,o,50,o,180,o,50,o,10,s,232,o,90,o,15,o,10,o,65,o,420"
1,"o,60,o,180,o,25,o,45,o,20,w,120,o,45,o,10,o,30,o,90,o,90,o,45,o,30,o,20,o,60,o,5,o,90,o,30,w,145,s,90,o,20,s,100,o,20,s,40,o,10,s,20"
1,"s,60,o,40,o,15,o,155,o,15,o,225,o,30,o,130,o,20,o,20,o,15,o,10,s,75,o,60,o,60,o,30,o,30,o,20,o,60,o,240,o,20,o,10,s,100"
1,"s,300,o,10,w,200,o,10,o,80,o,5,o,235,o,5,c,115,o,15,o,30,o,15,o,15,w,165,o,20,s,220"
1,"s,150,o,15,o,15,o,20,o,25,o,5,c,250,o,25,o,5,c,120,o,20,o,5,o,5,o,20,o,5,o,95,o,15,o,30,w,90,o,15,o,135,o,10,o,95,s,270"
1,"s,240,o,240,w,300,o,10,o,40,o,10,w,150,o,10,o,20,o,10,o,140,s,270"
2,"o,180,o,60,o,90,o,15,o,8,c,90,o,45,c,135,o,240,o,15,o,2,w,40,o,120,o,30,s,370"
1,"s,120,o,40,o,10,o,10,o,15,o,255,o,30,o,210,o,15,w,60,o,60,o,10,o,40,w,60,o,20,o,10,o,40,o,5,o,90,o,30,s,310"
2,"s,210,o,60,o,60,o,10,o,215,o,10,o,90,o,60,o,45,o,350,s,330"
1,"s,145,o,5,o,60,o,15,o,435,o,10,o,25,o,30,o,10,o,120,o,3,o,42,s,540"
2,"s,180,o,10,o,10,o,90,o,15,o,3,o,5,o,1,o,5,o,5,o,246,o,5,o,1,o,120,o,8,o,20,o,10,o,106,o,15,o,60,w,195,o,15,s,315"
1,"s,30,o,20,o,90,o,42,o,1,o,2,o,1,o,14,o,6,o,94,o,150,o,30,o,15,o,15,o,20,o,20,o,1,o,20,o,5,o,30,o,10,o,24,o,20,o,1,o,1,o,10,o,20,o,30,o,20,o,38,o,25,o,10,o,1,o,20,o,5,o,5,o,30,o,10,o,5,w,60,o,60,s,429"
1,"s,180,o,30,o,150,o,180,o,90,s,90,o,300,o,30,s,390"
1,"s,150,o,20,o,30,o,30,o,10,o,180,o,10,o,15,o,155,o,30,o,2,o,28,o,210,o,60,o,210,o,15,o,165,o,30,s,90"
1,"s,170,o,20,o,10,c,175,o,15,c,120,o,30,c,132,o,10,w,30,o,338,o,150,s,240"
1,"s,300,o,60,o,30,o,120,o,5,o,60,o,120,o,30,o,30,s,265,o,60,w,90,o,30,w,60,o,15,s,165"
1,"s,120,o,30,w,30,o,10,c,305,o,35,c,45,o,7,o,45,o,60,o,5,o,20,o,10,o,35,o,15,o,30,o,15,o,10,o,15,o,150,w,30,o,5,o,20,s,393"
1,"s,360,o,60,o,30,o,120,w,120,o,30,w,120,o,60,o,20,o,120,o,20,o,20,o,45,s,315"
1,"s,420,w,120,o,20,w,70,o,30,c,90,o,30,o,60,o,20,o,220,o,15,s,345"
1,"s,90,o,15,o,10,o,10,o,295,o,20,o,340,o,15,o,255,o,10,o,15,w,20,s,345"
1,"o,10,o,1,o,10,s,69,o,57,o,1,o,2,o,10,o,15,o,20,o,15,c,270,o,30,c,145,o,10,o,25,o,5,o,25,o,20,o,15,o,30,o,60,o,5,o,30,o,20,o,15,s,45,o,15,o,125,o,40,s,300"
2,"s,480,o,20,o,10,o,10,o,140,o,5,c,60,o,5,o,30,o,15,o,125,o,15,o,225,o,10,o,15,o,95,o,60,s,120"
1,"s,360,o,60,o,60,o,60,w,60,o,120,o,60,w,60,o,60,o,60,s,60,s,420"
1,"s,450,o,30,o,90,w,180,o,60,w,120,o,30,w,60,o,60,s,360"
1,"s,360,o,20,w,60,o,60,o,10,o,10,o,30,o,60,o,75,o,35,o,90,o,45,o,30,o,25,w,50,o,20,w,100,o,10,s,350"
2,"s,480,o,15,o,60,o,10,o,180,o,15,o,10,o,60,o,10,o,10,o,170,s,420"
1,"s,90,o,20,o,670,o,20,o,10,o,90,s,540"
1,"s,150,o,15,o,60,o,15,c,180,o,30,c,180,o,195,o,15,o,10,o,50,o,210,s,330"
1,"s,120,o,5,o,115,o,5,o,30,o,15,c,85,o,15,o,1,o,5,o,1,o,20,o,1,o,15,o,90,o,107,o,15,o,1,o,15,o,44,o,5,o,1,o,5,o,60,o,30,o,30,o,94,o,5,o,60,o,60,o,5,o,30,s,350"
3,"s,240,o,90,o,3,c,177,o,10,o,1,o,3,o,10,w,336,s,360,o,75,o,15,o,120"
1,"s,210,o,10,o,20,o,60,o,60,o,10,o,10,o,30,o,10,o,120,o,30,o,180,o,60,o,60,o,10,o,170,o,60,o,90,s,240"
2,"s,240,o,30,o,20,o,100,o,150,o,20,o,145,o,15,o,1,o,5,o,1,o,20,o,10,o,30,o,173,o,45,o,195,s,240"
1,"s,60,o,20,o,2,o,68,o,5,o,2,o,5,o,15,c,231,o,15,c,220,o,2,o,20,o,5,o,15,o,15,o,3,o,2,o,300,o,1,o,60,o,10,o,45,o,2,o,20,o,7,o,5,s,60,s,225"
1,"s,150,o,15,o,1,o,3,o,36,c,185,o,30,c,270,o,30,o,10,o,3,o,20,o,27,o,60,w,25,o,145,o,40,s,390"
1,"s,240,o,20,c,220,o,20,o,160,o,4,o,1,o,4,o,60,o,171,o,20,o,280,o,20,s,220"
1,"s,180,o,5,o,10,w,120,o,120,w,120,o,180,o,90,o,30,o,15,o,195,o,10,o,245,o,15,o,20,s,85"
1,"s,390,o,45,w,40,o,45,o,30,s,110,o,15,o,15,o,180,o,15,o,210,o,15,o,10,o,20,o,60,o,20,o,55,s,165"
1,"s,360,o,20,o,10,o,2,o,128,o,200,o,2,o,25,o,60,o,140,o,30,o,10,o,3,s,450"
2,"s,360,o,60,o,120,o,120,o,30,s,60,o,60,o,210,o,60,o,60,s,300"
1,"s,480,o,40,o,5,o,265,o,20,o,120,o,30,o,2,o,118,o,2,o,238,o,2,o,10,s,108"
2,"s,300,o,30,o,20,o,40,o,180,s,90,o,240,o,60,o,60,o,20,o,120,s,280"
4,"s,300,o,15,o,15,o,60,w,60,o,45,o,30,w,120,o,30,w,120,o,30,o,30,o,30,o,60,o,45,w,90,o,45,w,30,o,30,s,255"
1,"s,420,o,30,o,40,o,140,o,40,o,60,s,110,o,120,o,60,o,90,o,90,s,240"
2,"s,360,o,480,o,15,o,345,s,240"
1,"s,300,o,30,o,15,o,30,o,10,o,95,o,15,o,25,o,8,o,60,o,15,o,5,o,30,o,35,o,5,o,5,o,8,o,239,o,15,o,15,o,150,o,8,o,30,o,1,o,15,o,15,o,60,s,51,o,5,s,145"
1,"s,360,o,30,o,30,o,60,o,20,o,400,o,30,o,150,s,360"
1,"s,300,o,30,o,30,o,120,o,10,o,10,o,10,o,270,o,30,o,10,o,10,o,30,o,40,o,10,o,1,o,5,o,20,o,10,o,74,s,420"
1,"s,240,o,20,o,10,o,30,o,240,o,10,o,10,o,90,o,30,o,120,o,30,o,100,o,60,o,1,s,449"
1,"s,420,o,30,o,60,o,30,o,10,o,45,o,180,o,15,o,45,o,30,o,90,o,15,o,60,o,5,o,105,o,5,o,5,o,60,o,3,s,227"
1,"s,150,o,90,o,180,o,45,o,135,o,60,o,240,o,60,o,30,o,120,s,330"
1,"s,325,o,30,o,150,o,45,o,50,o,60,w,60,o,45,o,30,o,60,o,60,o,80,o,60,s,385"
1,"s,120,o,5,o,45,o,5,o,45,o,25,o,30,o,15,c,180,o,15,o,55,o,30,o,30,o,30,o,45,o,30,o,15,o,30,o,15,o,255,o,10,o,2,o,18,o,15,s,375"
